chrm	start	end	gene_id	-	strand	tissue	length
chr19	6669703	6677703	ENSG00000125730.17	0	-	liver	8000
chr2	219368042	219372042	ENSG00000123992.20	0	-	liver	4000
chr3	113713457	113716457	ENSG00000121579.13	0	-	liver	3000
chr8	26744649	26748149	ENSG00000120907.18	0	-	liver	3500
chr5	138939723	138946723	ENSG00000120725.13	0	-	liver	7000
chr1	231328752	231332752	ENSG00000116903.7	0	-	liver	4000
chr1	114563556	114567556	ENSG00000116752.6	0	-	liver	4000
chr6	122439350	122443350	ENSG00000111897.7	0	-	liver	4000
chr9	120949334	120952334	ENSG00000106804.8	0	-	liver	3000
chr7	150240915	150243915	ENSG00000106526.10	0	-	liver	3000
chr19	47867466	47870466	ENSG00000105398.4	0	-	liver	3000
chr8	27281385	27284885	ENSG00000104228.13	0	-	liver	3500
chr1	157826910	157830910	ENSG00000073754.6	0	-	liver	4000
chr1	19299964	19303964	ENSG00000053371.13	0	-	liver	4000
chr5	41139115	41142115	ENSG00000039537.14	0	-	liver	3000
