chrm	start	end	gene_id	-	strand	tissue	length
chr20	63858211	63861211	ENSG00000268858.2	0	-	left_ventricle	3000
chr1	145986434	145992434	ENSG00000265972.6	0	-	left_ventricle	6000
chr6	3896419	3904919	ENSG00000260604.2	0	-	left_ventricle	8500
chr16	31449210	31456710	ENSG00000260267.1	0	-	left_ventricle	7500
chr8	134783519	134792019	ENSG00000259820.1	0	-	left_ventricle	8500
chr8	142651459	142657459	ENSG00000234616.9	0	-	left_ventricle	6000
chr22	38281690	38290690	ENSG00000213923.13	0	-	left_ventricle	9000
chr4	64269756	64275256	ENSG00000205678.8	0	-	left_ventricle	5500
chr20	64044081	64047581	ENSG00000203883.7	0	-	left_ventricle	3500
chr1	207797017	207801517	ENSG00000203709.12	0	-	left_ventricle	4500
chr22	35599263	35606763	ENSG00000198125.13	0	-	left_ventricle	7500
chr20	44297839	44302839	ENSG00000197296.6	0	-	left_ventricle	5000
chr19	11161269	11164269	ENSG00000197256.11	0	-	left_ventricle	3000
chr5	151096205	151100705	ENSG00000197043.14	0	-	left_ventricle	4500
chr6	34583787	34587287	ENSG00000196821.10	0	-	left_ventricle	3500
chr11	72682068	72685068	ENSG00000186635.15	0	-	left_ventricle	3000
chr19	1498521	1505021	ENSG00000185761.11	0	-	left_ventricle	6500
chr16	4186373	4189373	ENSG00000185739.13	0	-	left_ventricle	3000
chr3	38544556	38548056	ENSG00000183873.18	0	-	left_ventricle	3500
chr17	81883834	81887834	ENSG00000183684.8	0	-	left_ventricle	4000
chr2	98595313	98599313	ENSG00000183513.9	0	-	left_ventricle	4000
chr11	73869666	73872666	ENSG00000181924.7	0	-	left_ventricle	3000
chr17	73280123	73283623	ENSG00000179604.10	0	-	left_ventricle	3500
chr3	46813041	46829541	ENSG00000178055.13	0	-	left_ventricle	16500
chr7	73677917	73680917	ENSG00000176410.8	0	-	left_ventricle	3000
chr3	123278295	123282295	ENSG00000173175.15	0	-	left_ventricle	4000
chr19	53063105	53066605	ENSG00000170949.17	0	-	left_ventricle	3500
chr7	76321798	76326798	ENSG00000170027.7	0	-	left_ventricle	5000
chr16	30548263	30553763	ENSG00000169951.10	0	-	left_ventricle	5500
chr3	129162326	129167826	ENSG00000169714.17	0	-	left_ventricle	5500
chr3	57568362	57571362	ENSG00000168374.11	0	-	left_ventricle	3000
chrX	329432	333932	ENSG00000167393.18	0	-	left_ventricle	4500
chr15	64735890	64739890	ENSG00000166831.9	0	-	left_ventricle	4000
chr4	173517968	173524968	ENSG00000164107.9	0	-	left_ventricle	7000
chr1	39613434	39623434	ENSG00000163909.8	0	-	left_ventricle	10000
chr3	46502884	46515384	ENSG00000163827.13	0	-	left_ventricle	12500
chr3	157143007	157146507	ENSG00000163660.12	0	-	left_ventricle	3500
chr19	40314035	40319535	ENSG00000160392.13	0	-	left_ventricle	5500
chr7	44567393	44577893	ENSG00000158604.15	0	-	left_ventricle	10500
chrX	50586641	50591641	ENSG00000158352.17	0	-	left_ventricle	5000
chr1	2505536	2508536	ENSG00000157881.16	0	-	left_ventricle	3000
chr5	141834089	141853089	ENSG00000156453.14	0	-	left_ventricle	19000
chr20	25001229	25006229	ENSG00000154930.15	0	-	left_ventricle	5000
chr10	87040201	87050201	ENSG00000148672.9	0	-	left_ventricle	10000
chr9	35692947	35696947	ENSG00000137076.21	0	-	left_ventricle	4000
chr18	57597155	57600655	ENSG00000134440.12	0	-	left_ventricle	3500
chr19	18273193	18279693	ENSG00000130522.6	0	-	left_ventricle	6500
chr19	17399438	17402938	ENSG00000130303.14	0	-	left_ventricle	3500
chr19	55130197	55151766	ENSG00000129991.13	0	-	left_ventricle	21569
chr22	42681620	42692120	ENSG00000128274.17	0	-	left_ventricle	10500
chr12	113806737	113816737	ENSG00000122965.11	0	-	left_ventricle	10000
chr10	91624941	91628441	ENSG00000119938.9	0	-	left_ventricle	3500
chr1	201354507	201359007	ENSG00000118194.20	0	-	left_ventricle	4500
chr1	23554925	23557925	ENSG00000117318.9	0	-	left_ventricle	3000
chr2	105352711	105357711	ENSG00000115641.19	0	-	left_ventricle	5000
chr3	52446599	52451099	ENSG00000114854.8	0	-	left_ventricle	4500
chr5	1039883	1050383	ENSG00000113504.21	0	-	left_ventricle	10500
chr5	154471971	154474971	ENSG00000113196.3	0	-	left_ventricle	3000
chr4	102791382	102794382	ENSG00000109332.20	0	-	left_ventricle	3000
chr9	131573769	131576769	ENSG00000107263.18	0	-	left_ventricle	3000
chr9	127863485	127866485	ENSG00000106992.19	0	-	left_ventricle	3000
chr19	39817849	39825349	ENSG00000105204.14	0	-	left_ventricle	7500
chr16	30829125	30833625	ENSG00000099385.12	0	-	left_ventricle	4500
chr14	21199635	21209135	ENSG00000092199.18	0	-	left_ventricle	9500
chr14	23408739	23412739	ENSG00000092054.13	0	-	left_ventricle	4000
chr1	23425062	23428562	ENSG00000088280.19	0	-	left_ventricle	3500
chr2	217795087	217799587	ENSG00000079308.19	0	-	left_ventricle	4500
chr11	1271370	1274370	ENSG00000078902.16	0	-	left_ventricle	3000
chr7	5523408	5526408	ENSG00000075624.17	0	-	left_ventricle	3000
chr3	50312789	50317789	ENSG00000068001.14	0	-	left_ventricle	5000
chr12	32787754	32790754	ENSG00000057294.15	0	-	left_ventricle	3000
chr6	42195306	42206806	ENSG00000048544.6	0	-	left_ventricle	11500
chr2	206110316	206114816	ENSG00000023228.14	0	-	left_ventricle	4500
