chrm	start	end	gene_id	-	strand	tissue	length
chr16	2899382	2902382	ENSG00000162076.13	0	+	aorta	3000
chr4	123403760	123408260	ENSG00000164056.11	0	+	aorta	4500
chr16	19080095	19083595	ENSG00000167186.11	0	+	aorta	3500
chr3	161253532	161260032	ENSG00000169251.13	0	+	aorta	6500
chr1	153693992	153696992	ENSG00000169418.10	0	+	aorta	3000
chr17	79049788	79055788	ENSG00000173918.15	0	+	aorta	6000
chr12	31993107	32000607	ENSG00000174718.12	0	+	aorta	7500
chr17	83095122	83103487	ENSG00000176845.13	0	+	aorta	8365
chr11	26997087	27000587	ENSG00000176971.4	0	+	aorta	3500
chrX	153509546	153517546	ENSG00000182492.16	0	+	aorta	8000
chr8	144811169	144818669	ENSG00000197363.9	0	+	aorta	7500
chr6	29945884	29949884	ENSG00000206503.13	0	+	aorta	4000
chr5	151725473	151731473	ENSG00000249035.7	0	+	aorta	6000
chr8	101208558	101211558	ENSG00000271882.1	0	+	aorta	3000
chr19	37730733	37735733	ENSG00000287496.1	0	+	aorta	5000
chr19	21283053	21289553	ENSG00000268521.1	0	-	aorta	6500
chr17	68122276	68125776	ENSG00000267023.5	0	-	aorta	3500
chr6	169163276	169175276	ENSG00000261039.3	0	-	aorta	12000
chr16	31449210	31456710	ENSG00000260267.1	0	-	aorta	7500
chr11	76651168	76654168	ENSG00000254810.1	0	-	aorta	3000
chr1	150545561	150548561	ENSG00000237781.3	0	-	aorta	3000
chr19	54440306	54444806	ENSG00000226696.6	0	-	aorta	4500
chr15	32513847	32519847	ENSG00000223509.8	0	-	aorta	6000
chr5	177475893	177483393	ENSG00000196923.14	0	-	aorta	7500
chr5	180843610	180847610	ENSG00000196670.14	0	-	aorta	4000
chr17	81506412	81509412	ENSG00000184009.13	0	-	aorta	3000
chr19	55617740	55620740	ENSG00000179922.6	0	-	aorta	3000
chr8	22679158	22687658	ENSG00000179388.9	0	-	aorta	8500
chr9	131494478	131497478	ENSG00000176868.2	0	-	aorta	3000
chr5	177324566	177331566	ENSG00000169223.15	0	-	aorta	7000
chr2	149566636	149569636	ENSG00000168288.13	0	-	aorta	3000
chr9	35085187	35088687	ENSG00000165282.14	0	-	aorta	3500
chr7	6404625	6409125	ENSG00000164535.15	0	-	aorta	4500
chr1	39612934	39623434	ENSG00000163909.8	0	-	aorta	10500
chr19	46615467	46620467	ENSG00000160013.9	0	-	aorta	5000
chr21	33500930	33503930	ENSG00000159131.17	0	-	aorta	3000
chr9	95094053	95099053	ENSG00000158169.13	0	-	aorta	5000
chr17	69066201	69078701	ENSG00000154262.13	0	-	aorta	12500
chr16	4603882	4608882	ENSG00000153443.13	0	-	aorta	5000
chr2	159928505	159932005	ENSG00000153246.13	0	-	aorta	3500
chr4	139492940	139495940	ENSG00000145391.14	0	-	aorta	3000
chr4	75910659	75913659	ENSG00000138744.16	0	-	aorta	3000
chr9	35692447	35696947	ENSG00000137076.21	0	-	aorta	4500
chr7	47959787	47963287	ENSG00000136273.13	0	-	aorta	3500
chr15	34136673	34140673	ENSG00000134152.11	0	-	aorta	4000
chr17	75772433	75776433	ENSG00000132475.10	0	-	aorta	4000
chr19	18274693	18279693	ENSG00000130522.6	0	-	aorta	5000
chr10	123702706	123706206	ENSG00000121898.13	0	-	aorta	3500
chr5	138939223	138946723	ENSG00000120725.13	0	-	aorta	7500
chr10	91618941	91628441	ENSG00000119938.9	0	-	aorta	9500
chr1	44816843	44819843	ENSG00000117425.14	0	-	aorta	3000
chr2	105351711	105357711	ENSG00000115641.19	0	-	aorta	6000
chr2	86498929	86503429	ENSG00000115561.16	0	-	aorta	4500
chr2	55857966	55865966	ENSG00000115380.20	0	-	aorta	8000
chr3	81485702	81489702	ENSG00000114480.13	0	-	aorta	4000
chr6	122439350	122443350	ENSG00000111897.7	0	-	aorta	4000
chr17	43763124	43766124	ENSG00000108861.9	0	-	aorta	3000
chr19	15349384	15353384	ENSG00000105127.10	0	-	aorta	4000
chr14	23353402	23356402	ENSG00000100842.13	0	-	aorta	3000
chr22	24216653	24219653	ENSG00000099998.19	0	-	aorta	3000
chr6	35570084	35573584	ENSG00000096060.15	0	-	aorta	3500
chr4	8355281	8366281	ENSG00000087008.16	0	-	aorta	11000
chr2	217796087	217799587	ENSG00000079308.19	0	-	aorta	3500
chr11	1271370	1274370	ENSG00000078902.16	0	-	aorta	3000
chr7	5518908	5526408	ENSG00000075624.17	0	-	aorta	7500
chr14	68870127	68874127	ENSG00000072110.15	0	-	aorta	4000
chr12	26968578	26971578	ENSG00000064115.11	0	-	aorta	3000
chr9	120895392	120902392	ENSG00000056558.11	0	-	aorta	7000
chr3	52809461	52812961	ENSG00000055955.17	0	-	aorta	3500
