chrm	start	end	gene_id	-	strand	tissue	length
chr22	39973721	39977721	ENSG00000100351.17	0	+	colon_sigmoid	4000
chr20	3806121	3809121	ENSG00000101224.18	0	+	colon_sigmoid	3000
chr20	5197887	5204387	ENSG00000101290.14	0	+	colon_sigmoid	6500
chr20	32335011	32341511	ENSG00000101350.8	0	+	colon_sigmoid	6500
chrX	76178314	76191314	ENSG00000102390.11	0	+	colon_sigmoid	13000
chr13	73077541	73080541	ENSG00000102554.14	0	+	colon_sigmoid	3000
chr15	74803198	74809198	ENSG00000103653.16	0	+	colon_sigmoid	6000
chr15	40903975	40909975	ENSG00000104142.11	0	+	colon_sigmoid	6000
chr8	141195808	141199808	ENSG00000105339.11	0	+	colon_sigmoid	4000
chr7	44709066	44712566	ENSG00000105953.15	0	+	colon_sigmoid	3500
chr7	2529177	2533177	ENSG00000106003.13	0	+	colon_sigmoid	4000
chr9	35758585	35772085	ENSG00000107185.10	0	+	colon_sigmoid	13500
chr17	40172171	40176671	ENSG00000108349.17	0	+	colon_sigmoid	4500
chr17	69553865	69557365	ENSG00000108984.15	0	+	colon_sigmoid	3500
chr17	21193265	21197265	ENSG00000109016.17	0	+	colon_sigmoid	4000
chr11	63957319	63963319	ENSG00000110583.13	0	+	colon_sigmoid	6000
chr11	2397397	2400397	ENSG00000110651.12	0	+	colon_sigmoid	3000
chr12	6391571	6396071	ENSG00000111321.11	0	+	colon_sigmoid	4500
chr12	6731875	6738875	ENSG00000111652.10	0	+	colon_sigmoid	7000
chr6	36111236	36124236	ENSG00000112062.11	0	+	colon_sigmoid	13000
chr6	36605600	36614100	ENSG00000112081.17	0	+	colon_sigmoid	8500
chr6	351355	367355	ENSG00000112679.14	0	+	colon_sigmoid	16000
chr5	33468091	33472091	ENSG00000113407.14	0	+	colon_sigmoid	4000
chr3	50649291	50655791	ENSG00000114738.11	0	+	colon_sigmoid	6500
chr2	97739862	97746862	ENSG00000115085.14	0	+	colon_sigmoid	7000
chr2	189475552	189479052	ENSG00000115368.10	0	+	colon_sigmoid	3500
chr1	111462773	111466773	ENSG00000116459.11	0	+	colon_sigmoid	4000
chr1	205532793	205537793	ENSG00000117266.16	0	+	colon_sigmoid	5000
chr1	46413848	46418848	ENSG00000117480.16	0	+	colon_sigmoid	5000
chr1	46365152	46370152	ENSG00000117481.10	0	+	colon_sigmoid	5000
chr11	74979033	74984033	ENSG00000118363.12	0	+	colon_sigmoid	5000
chr6	108684774	108688274	ENSG00000118689.15	0	+	colon_sigmoid	3500
chr1	11296049	11299549	ENSG00000120942.14	0	+	colon_sigmoid	3500
chr17	57121346	57126846	ENSG00000121057.13	0	+	colon_sigmoid	5500
chr13	27256691	27260191	ENSG00000122026.10	0	+	colon_sigmoid	3500
chr7	44769881	44772881	ENSG00000122515.15	0	+	colon_sigmoid	3000
chr1	51273447	51277947	ENSG00000123091.5	0	+	colon_sigmoid	4500
chr20	49953885	49959385	ENSG00000124226.11	0	+	colon_sigmoid	5500
chr20	57568121	57571121	ENSG00000124253.11	0	+	colon_sigmoid	3000
chr19	3180332	3185332	ENSG00000125910.6	0	+	colon_sigmoid	5000
chr11	65413525	65422525	ENSG00000126391.14	0	+	colon_sigmoid	9000
chr19	49626439	49633939	ENSG00000126464.14	0	+	colon_sigmoid	7500
chr9	136926607	136936107	ENSG00000127191.18	0	+	colon_sigmoid	9500
chr19	16328685	16332685	ENSG00000127528.6	0	+	colon_sigmoid	4000
chr16	800737	803737	ENSG00000127586.17	0	+	colon_sigmoid	3000
chr22	37029821	37035321	ENSG00000128309.17	0	+	colon_sigmoid	5500
chr15	40956512	40962012	ENSG00000128965.13	0	+	colon_sigmoid	5500
chr4	176332245	176335745	ENSG00000129128.13	0	+	colon_sigmoid	3500
chr19	49211836	49217836	ENSG00000130529.16	0	+	colon_sigmoid	6000
chr20	62296213	62300713	ENSG00000130703.17	0	+	colon_sigmoid	4500
chr9	130704894	130709394	ENSG00000130713.16	0	+	colon_sigmoid	4500
chr1	3481113	3487113	ENSG00000130762.15	0	+	colon_sigmoid	6000
chr1	27886685	27890185	ENSG00000130775.16	0	+	colon_sigmoid	3500
chr19	9163424	9166424	ENSG00000130803.15	0	+	colon_sigmoid	3000
chrY	19606274	19609774	ENSG00000131002.12	0	+	colon_sigmoid	3500
chr14	102911500	102914500	ENSG00000131323.16	0	+	colon_sigmoid	3000
chr11	12359144	12362144	ENSG00000133816.17	0	+	colon_sigmoid	3000
chr12	51997078	52001078	ENSG00000135503.13	0	+	colon_sigmoid	4000
chr2	218755416	218759916	ENSG00000135912.11	0	+	colon_sigmoid	4500
chr2	230879248	230882248	ENSG00000135916.16	0	+	colon_sigmoid	3000
chr7	45076469	45079469	ENSG00000136280.17	0	+	colon_sigmoid	3000
chr2	130347967	130350967	ENSG00000136718.10	0	+	colon_sigmoid	3000
chr9	127790792	127794292	ENSG00000136807.14	0	+	colon_sigmoid	3500
chr9	101410660	101414160	ENSG00000136870.10	0	+	colon_sigmoid	3500
chr9	37503697	37508697	ENSG00000137054.16	0	+	colon_sigmoid	5000
chr15	45691281	45700281	ENSG00000137767.14	0	+	colon_sigmoid	9000
chr1	78646145	78649645	ENSG00000137959.17	0	+	colon_sigmoid	3500
chr10	110511533	110514533	ENSG00000138166.6	0	+	colon_sigmoid	3000
chr12	51923361	51929861	ENSG00000139567.13	0	+	colon_sigmoid	6500
chr18	35979286	35982786	ENSG00000141428.17	0	+	colon_sigmoid	3500
chr17	40457725	40465225	ENSG00000141753.7	0	+	colon_sigmoid	7500
chr19	519654	523154	ENSG00000141933.9	0	+	colon_sigmoid	3500
chr19	44800652	44809010	ENSG00000142273.13	0	+	colon_sigmoid	8358
chr1	15430339	15433839	ENSG00000142634.13	0	+	colon_sigmoid	3500
chr1	23696835	23703335	ENSG00000142676.14	0	+	colon_sigmoid	6500
chr1	43623666	43627666	ENSG00000142949.17	0	+	colon_sigmoid	4000
chr1	93139079	93143079	ENSG00000143033.18	0	+	colon_sigmoid	4000
chr1	112463456	112466456	ENSG00000143079.15	0	+	colon_sigmoid	3000
chr1	110899922	110906922	ENSG00000143119.14	0	+	colon_sigmoid	7000
chr1	165911618	165915618	ENSG00000143179.16	0	+	colon_sigmoid	4000
chr2	88186636	88189636	ENSG00000144115.18	0	+	colon_sigmoid	3000
chr2	119686507	119690507	ENSG00000144120.13	0	+	colon_sigmoid	4000
chr3	101861022	101865522	ENSG00000144802.11	0	+	colon_sigmoid	4500
chr6	37029069	37038069	ENSG00000146192.15	0	+	colon_sigmoid	9000
chr6	139043302	139046802	ENSG00000146386.8	0	+	colon_sigmoid	3500
chr7	139423457	139426457	ENSG00000146963.18	0	+	colon_sigmoid	3000
chrX	107651993	107660493	ENSG00000147224.13	0	+	colon_sigmoid	8500
chrX	118686163	118690663	ENSG00000147251.16	0	+	colon_sigmoid	4500
chr8	23262000	23266000	ENSG00000147457.14	0	+	colon_sigmoid	4000
chr9	121332843	121336343	ENSG00000148180.21	0	+	colon_sigmoid	3500
chr9	128153453	128156453	ENSG00000148346.12	0	+	colon_sigmoid	3000
chr11	95132645	95137145	ENSG00000149218.5	0	+	colon_sigmoid	4500
chr11	130210362	130219362	ENSG00000149418.11	0	+	colon_sigmoid	9000
chr11	61369509	61373509	ENSG00000149483.12	0	+	colon_sigmoid	4000
chr16	30070457	30075957	ENSG00000149925.22	0	+	colon_sigmoid	5500
chr13	49633872	49637372	ENSG00000152213.4	0	+	colon_sigmoid	3500
chr3	32168709	32172709	ENSG00000152642.11	0	+	colon_sigmoid	4000
chr6	70589569	70594569	ENSG00000154079.6	0	+	colon_sigmoid	5000
chr6	110967890	110972890	ENSG00000155115.7	0	+	colon_sigmoid	5000
chr10	97760907	97763907	ENSG00000155256.17	0	+	colon_sigmoid	3000
chr6	38154624	38165124	ENSG00000156639.12	0	+	colon_sigmoid	10500
chr11	46321409	46324409	ENSG00000157613.11	0	+	colon_sigmoid	3000
chr9	114646422	114649422	ENSG00000157693.15	0	+	colon_sigmoid	3000
chr5	131398447	131401447	ENSG00000158985.14	0	+	colon_sigmoid	3000
chr1	203309602	203314602	ENSG00000159388.6	0	+	colon_sigmoid	5000
chr2	74893359	74897359	ENSG00000159399.10	0	+	colon_sigmoid	4000
chr21	42297244	42304244	ENSG00000160179.19	0	+	colon_sigmoid	7000
chr21	43762307	43768307	ENSG00000160209.19	0	+	colon_sigmoid	6000
chr21	46570015	46573515	ENSG00000160305.18	0	+	colon_sigmoid	3500
chr19	13154911	13157911	ENSG00000160888.7	0	+	colon_sigmoid	3000
chr8	143023832	143027332	ENSG00000160932.11	0	+	colon_sigmoid	3500
chr5	179777283	179788783	ENSG00000161021.13	0	+	colon_sigmoid	11500
chr3	184194012	184199512	ENSG00000161204.11	0	+	colon_sigmoid	5500
chr16	2899382	2902882	ENSG00000162076.13	0	+	colon_sigmoid	3500
chr1	206734281	206738781	ENSG00000162889.11	0	+	colon_sigmoid	4500
chr1	202017183	202020183	ENSG00000163435.16	0	+	colon_sigmoid	3000
chr3	30694142	30697642	ENSG00000163513.19	0	+	colon_sigmoid	3500
chr1	159055155	159060155	ENSG00000163565.19	0	+	colon_sigmoid	5000
chr14	103537073	103550073	ENSG00000166166.13	0	+	colon_sigmoid	13000
chr10	72235860	72241860	ENSG00000166295.9	0	+	colon_sigmoid	6000
chr18	79378287	79385287	ENSG00000166377.20	0	+	colon_sigmoid	7000
chr11	75732958	75738458	ENSG00000166391.15	0	+	colon_sigmoid	5500
chr15	44718851	44722351	ENSG00000166710.21	0	+	colon_sigmoid	3500
chr15	67195173	67199173	ENSG00000166949.17	0	+	colon_sigmoid	4000
chr15	75212169	75220669	ENSG00000167173.19	0	+	colon_sigmoid	8500
chr16	19080095	19084095	ENSG00000167186.11	0	+	colon_sigmoid	4000
chr16	89564542	89568542	ENSG00000167526.14	0	+	colon_sigmoid	4000
chr3	39412542	39415542	ENSG00000168028.14	0	+	colon_sigmoid	3000
chr11	70207390	70210890	ENSG00000168040.5	0	+	colon_sigmoid	3500
chr14	52276724	52281224	ENSG00000168229.4	0	+	colon_sigmoid	4500
chr1	31434680	31439680	ENSG00000168528.12	0	+	colon_sigmoid	5000
chr5	35879603	35884103	ENSG00000168685.15	0	+	colon_sigmoid	4500
chr17	75106162	75109662	ENSG00000170190.16	0	+	colon_sigmoid	3500
chr14	75282230	75285730	ENSG00000170345.10	0	+	colon_sigmoid	3500
chr10	102658318	102662318	ENSG00000171206.15	0	+	colon_sigmoid	4000
chr19	11835216	11839216	ENSG00000171295.13	0	+	colon_sigmoid	4000
chr3	185980872	185985372	ENSG00000171658.8	0	+	colon_sigmoid	4500
chr15	88656483	88663983	ENSG00000172183.16	0	+	colon_sigmoid	7500
chr20	50192668	50195668	ENSG00000172216.6	0	+	colon_sigmoid	3000
chr11	71524107	71527107	ENSG00000172890.13	0	+	colon_sigmoid	3000
chr11	69367726	69370726	ENSG00000172927.8	0	+	colon_sigmoid	3000
chr15	75662301	75665301	ENSG00000173548.9	0	+	colon_sigmoid	3000
chr1	9985501	9989501	ENSG00000173614.14	0	+	colon_sigmoid	4000
chr12	31993107	32001107	ENSG00000174718.12	0	+	colon_sigmoid	8000
chr16	29782973	29787973	ENSG00000174992.8	0	+	colon_sigmoid	5000
chr22	35087387	35090887	ENSG00000175329.13	0	+	colon_sigmoid	3500
chr12	122147344	122150844	ENSG00000175727.14	0	+	colon_sigmoid	3500
chr17	81009517	81014017	ENSG00000176108.9	0	+	colon_sigmoid	4500
chr19	43536130	43542130	ENSG00000176472.10	0	+	colon_sigmoid	6000
chr2	241574131	241577131	ENSG00000176720.6	0	+	colon_sigmoid	3000
chr17	83095122	83107122	ENSG00000176845.13	0	+	colon_sigmoid	12000
chr7	260772	268272	ENSG00000177706.9	0	+	colon_sigmoid	7500
chr12	49357546	49361046	ENSG00000178401.16	0	+	colon_sigmoid	3500
chr2	240631259	240640259	ENSG00000178623.12	0	+	colon_sigmoid	9000
chr17	8270491	8278491	ENSG00000178921.14	0	+	colon_sigmoid	8000
chr19	38636955	38639955	ENSG00000178982.10	0	+	colon_sigmoid	3000
chr1	28539300	28542800	ENSG00000180198.16	0	+	colon_sigmoid	3500
chr2	241768816	241776816	ENSG00000180902.18	0	+	colon_sigmoid	8000
chr16	9121635	9131635	ENSG00000182831.12	0	+	colon_sigmoid	10000
chr17	81721016	81724516	ENSG00000183048.12	0	+	colon_sigmoid	3500
chr22	30627271	30630771	ENSG00000185339.9	0	+	colon_sigmoid	3500
chr2	230403732	230408232	ENSG00000185404.17	0	+	colon_sigmoid	4500
chr1	224010612	224017112	ENSG00000185495.10	0	+	colon_sigmoid	6500
chr8	143299952	143302952	ENSG00000185730.8	0	+	colon_sigmoid	3000
chr8	38060365	38064365	ENSG00000187840.5	0	+	colon_sigmoid	4000
chr10	122643736	122649736	ENSG00000187908.20	0	+	colon_sigmoid	6000
chr10	84185294	84189294	ENSG00000188373.5	0	+	colon_sigmoid	4000
chr9	137273542	137277542	ENSG00000188986.9	0	+	colon_sigmoid	4000
chr9	35907136	35912136	ENSG00000196196.3	0	+	colon_sigmoid	5000
chr9	136841187	136844187	ENSG00000196642.19	0	+	colon_sigmoid	3000
chr19	12189871	12194871	ENSG00000196646.12	0	+	colon_sigmoid	5000
chr6	32647062	32650562	ENSG00000196735.13	0	+	colon_sigmoid	3500
chr7	99632408	99635908	ENSG00000197037.11	0	+	colon_sigmoid	3500
chr6	160113507	160117007	ENSG00000197081.16	0	+	colon_sigmoid	3500
chr7	128092609	128098109	ENSG00000197157.11	0	+	colon_sigmoid	5500
chr1	66988619	66991619	ENSG00000198160.15	0	+	colon_sigmoid	3000
chrX	1310381	1313381	ENSG00000198223.17	0	+	colon_sigmoid	3000
chr22	49964072	49968572	ENSG00000198355.5	0	+	colon_sigmoid	4500
chr16	69941741	69945741	ENSG00000198373.13	0	+	colon_sigmoid	4000
chr19	11914329	11920329	ENSG00000198429.10	0	+	colon_sigmoid	6000
chr11	77041973	77046973	ENSG00000198488.10	0	+	colon_sigmoid	5000
chr11	57819546	57836546	ENSG00000198561.15	0	+	colon_sigmoid	17000
chr14	20477089	20482089	ENSG00000198805.12	0	+	colon_sigmoid	5000
chr17	42993690	42998190	ENSG00000198863.7	0	+	colon_sigmoid	4500
chr2	231049719	231052719	ENSG00000204128.6	0	+	colon_sigmoid	3000
chr6	31839766	31843766	ENSG00000204387.14	0	+	colon_sigmoid	4000
chr6	31558829	31563329	ENSG00000204498.11	0	+	colon_sigmoid	4500
chr6	29890482	29895482	ENSG00000206341.7	0	+	colon_sigmoid	5000
chr6	29945884	29950884	ENSG00000206503.13	0	+	colon_sigmoid	5000
chr22	22901437	22904437	ENSG00000211677.2	0	+	colon_sigmoid	3000
chr7	142797502	142801002	ENSG00000211771.1	0	+	colon_sigmoid	3500
chr7	142802748	142805748	ENSG00000211772.11	0	+	colon_sigmoid	3000
chr1	168253021	168257521	ENSG00000213064.10	0	+	colon_sigmoid	4500
chr14	24166565	24171565	ENSG00000213928.9	0	+	colon_sigmoid	5000
chr1	159984750	159987750	ENSG00000224259.7	0	+	colon_sigmoid	3000
chr3	195620233	195623733	ENSG00000224769.1	0	+	colon_sigmoid	3500
chr6	29929232	29935232	ENSG00000230795.3	0	+	colon_sigmoid	6000
chr6	32859851	32866351	ENSG00000240065.8	0	+	colon_sigmoid	6500
chrX	129796963	129801963	ENSG00000240143.1	0	+	colon_sigmoid	5000
chr22	39033277	39036277	ENSG00000243811.12	0	+	colon_sigmoid	3000
chr22	26780893	26806893	ENSG00000244625.7	0	+	colon_sigmoid	26000
chr8	120056201	120059201	ENSG00000254343.2	0	+	colon_sigmoid	3000
chr19	47275723	47282223	ENSG00000257704.4	0	+	colon_sigmoid	6500
chr14	20784293	20788293	ENSG00000258810.1	0	+	colon_sigmoid	4000
chr13	27955370	27958370	ENSG00000260704.1	0	+	colon_sigmoid	3000
chr17	2712833	2718333	ENSG00000262050.1	0	+	colon_sigmoid	5500
chr16	2859726	2862726	ENSG00000263325.1	0	+	colon_sigmoid	3000
chr4	184477304	184480304	ENSG00000271646.1	0	+	colon_sigmoid	3000
chr14	101949425	101953425	ENSG00000271780.1	0	+	colon_sigmoid	4000
chr17	39567559	39573059	ENSG00000273576.1	0	+	colon_sigmoid	5500
chr17	81863102	81867602	ENSG00000278876.1	0	+	colon_sigmoid	4500
chr2	216213519	216217019	ENSG00000279348.1	0	+	colon_sigmoid	3500
chr21	41582887	41586387	ENSG00000286027.1	0	+	colon_sigmoid	3500
chr1	161371964	161375464	ENSG00000288670.1	0	+	colon_sigmoid	3500
chr11	315272	318272	ENSG00000288681.1	0	+	colon_sigmoid	3000
chr3	146502569	146515179	ENSG00000188313.13	0	-	colon_sigmoid	12610
chr10	73738494	73742994	ENSG00000279088.1	0	-	colon_sigmoid	4500
chr22	49929697	49933197	ENSG00000278869.1	0	-	colon_sigmoid	3500
chr19	39852322	39863322	ENSG00000275395.6	0	-	colon_sigmoid	11000
chr22	22274927	22283927	ENSG00000274422.1	0	-	colon_sigmoid	9000
chr3	46912725	46921725	ENSG00000160799.11	0	-	colon_sigmoid	9000
chr20	62380302	62386302	ENSG00000273619.1	0	-	colon_sigmoid	6000
chr20	63855211	63861211	ENSG00000268858.2	0	-	colon_sigmoid	6000
chr1	145987934	145992434	ENSG00000265972.6	0	-	colon_sigmoid	4500
chr4	10065088	10068088	ENSG00000261490.1	0	-	colon_sigmoid	3000
chr8	143849823	143857323	ENSG00000261150.3	0	-	colon_sigmoid	7500
chr16	30915818	30919318	ENSG00000260852.1	0	-	colon_sigmoid	3500
chr16	31448710	31456710	ENSG00000260267.1	0	-	colon_sigmoid	8000
chr16	75518531	75528531	ENSG00000260092.1	0	-	colon_sigmoid	10000
chr12	56146295	56150795	ENSG00000257809.1	0	-	colon_sigmoid	4500
chr11	6705535	6713535	ENSG00000254838.5	0	-	colon_sigmoid	8000
chr8	37585979	37597479	ENSG00000254290.1	0	-	colon_sigmoid	11500
chr4	151404550	151407550	ENSG00000251611.1	0	-	colon_sigmoid	3000
chr7	6884923	6900423	ENSG00000243531.1	0	-	colon_sigmoid	15500
chr6	32807762	32812762	ENSG00000241106.8	0	-	colon_sigmoid	5000
chr2	113606001	113610501	ENSG00000240356.6	0	-	colon_sigmoid	4500
chr1	47426132	47432132	ENSG00000237424.1	0	-	colon_sigmoid	6000
chr1	23703900	23706900	ENSG00000236810.6	0	-	colon_sigmoid	3000
chr2	190877296	190880796	ENSG00000235852.1	0	-	colon_sigmoid	3500
chr6	31350871	31353871	ENSG00000234745.13	0	-	colon_sigmoid	3000
chr9	128659633	128663133	ENSG00000234705.2	0	-	colon_sigmoid	3500
chr8	142651459	142657459	ENSG00000234616.9	0	-	colon_sigmoid	6000
chr7	157277535	157281535	ENSG00000229660.1	0	-	colon_sigmoid	4000
chr20	3884238	3888238	ENSG00000229539.1	0	-	colon_sigmoid	4000
chr3	193837059	193842559	ENSG00000229155.1	0	-	colon_sigmoid	5500
chr19	54438806	54444806	ENSG00000226696.6	0	-	colon_sigmoid	6000
chr3	48618722	48625722	ENSG00000225697.13	0	-	colon_sigmoid	7000
chr21	42827539	42843093	ENSG00000160193.12	0	-	colon_sigmoid	15554
chr14	75571887	75574887	ENSG00000224721.1	0	-	colon_sigmoid	3000
chr17	45498240	45506740	ENSG00000214425.8	0	-	colon_sigmoid	8500
chr3	197574212	197578212	ENSG00000214135.8	0	-	colon_sigmoid	4000
chr17	81676186	81681186	ENSG00000214087.9	0	-	colon_sigmoid	5000
chr5	126652836	126663336	ENSG00000213630.3	0	-	colon_sigmoid	10500
chr14	105858697	105863197	ENSG00000211900.2	0	-	colon_sigmoid	4500
chr14	105845704	105851704	ENSG00000211899.10	0	-	colon_sigmoid	6000
chr14	105833264	105836764	ENSG00000211898.7	0	-	colon_sigmoid	3500
chr19	38795001	38801670	ENSG00000171747.9	0	-	colon_sigmoid	6669
chr11	27362460	27365960	ENSG00000205213.14	0	-	colon_sigmoid	3500
chr6	28900001	28903001	ENSG00000204713.11	0	-	colon_sigmoid	3000
chr11	105035825	105041325	ENSG00000204397.9	0	-	colon_sigmoid	5500
chr6	31853158	31857658	ENSG00000204386.12	0	-	colon_sigmoid	4500
chr6	32999681	33004181	ENSG00000204252.14	0	-	colon_sigmoid	4500
chr10	46542043	46549043	ENSG00000204175.5	0	-	colon_sigmoid	7000
chr1	173411792	173417792	ENSG00000203739.4	0	-	colon_sigmoid	6000
chr1	223535006	223538006	ENSG00000203697.12	0	-	colon_sigmoid	3000
chr6	89321624	89326624	ENSG00000198833.7	0	-	colon_sigmoid	5000
chr2	69310279	69319779	ENSG00000198380.13	0	-	colon_sigmoid	9500
chr20	3183349	3190349	ENSG00000198171.13	0	-	colon_sigmoid	7000
chr4	68528683	68537183	ENSG00000197888.2	0	-	colon_sigmoid	8500
chr19	49327524	49331524	ENSG00000197813.6	0	-	colon_sigmoid	4000
chr5	151093705	151100705	ENSG00000197043.14	0	-	colon_sigmoid	7000
chr6	34582787	34587287	ENSG00000196821.10	0	-	colon_sigmoid	4500
chr3	108035590	108043090	ENSG00000196776.17	0	-	colon_sigmoid	7500
chr5	180843610	180847610	ENSG00000196670.14	0	-	colon_sigmoid	4000
chr6	32574268	32578768	ENSG00000196126.11	0	-	colon_sigmoid	4500
chr16	11540721	11547721	ENSG00000189067.14	0	-	colon_sigmoid	7000
chr6	42091118	42101118	ENSG00000188112.9	0	-	colon_sigmoid	10000
chr9	137302395	137306895	ENSG00000187609.16	0	-	colon_sigmoid	4500
chr16	8887596	8892096	ENSG00000187555.16	0	-	colon_sigmoid	4500
chr22	39524092	39529092	ENSG00000187051.9	0	-	colon_sigmoid	5000
chr11	72678068	72685068	ENSG00000186635.15	0	-	colon_sigmoid	7000
chr12	110712179	110719679	ENSG00000186298.12	0	-	colon_sigmoid	7500
chr3	195955747	195959747	ENSG00000185485.14	0	-	colon_sigmoid	4000
chr17	8793609	8797109	ENSG00000185156.6	0	-	colon_sigmoid	3500
chr12	6614834	6618834	ENSG00000184574.10	0	-	colon_sigmoid	4000
chrX	154007005	154010505	ENSG00000184216.14	0	-	colon_sigmoid	3500
chr17	81505912	81509412	ENSG00000184009.13	0	-	colon_sigmoid	3500
chrY	13233878	13248378	ENSG00000183878.15	0	-	colon_sigmoid	14500
chr17	81881334	81887834	ENSG00000183684.8	0	-	colon_sigmoid	6500
chr2	98595813	98599313	ENSG00000183513.9	0	-	colon_sigmoid	3500
chr14	105045894	105049394	ENSG00000183484.12	0	-	colon_sigmoid	3500
chr1	202875281	202878281	ENSG00000183155.5	0	-	colon_sigmoid	3000
chr1	226138678	226144678	ENSG00000182827.9	0	-	colon_sigmoid	6000
chr11	73868666	73872666	ENSG00000181924.7	0	-	colon_sigmoid	4000
chr1	36386237	36391237	ENSG00000181817.6	0	-	colon_sigmoid	5000
chr10	97328996	97332496	ENSG00000181274.7	0	-	colon_sigmoid	3500
chr17	202388	212388	ENSG00000181031.16	0	-	colon_sigmoid	10000
chr6	44095950	44113450	ENSG00000180992.7	0	-	colon_sigmoid	17500
chr10	127873840	127877840	ENSG00000180745.5	0	-	colon_sigmoid	4000
chr17	73278123	73283623	ENSG00000179604.10	0	-	colon_sigmoid	5500
chr6	32651466	32659466	ENSG00000179344.16	0	-	colon_sigmoid	8000
chr15	74916290	74919790	ENSG00000178741.12	0	-	colon_sigmoid	3500
chr7	1148070	1152070	ENSG00000178381.12	0	-	colon_sigmoid	4000
chr17	21193953	21197953	ENSG00000178307.10	0	-	colon_sigmoid	4000
chr8	143909652	143915152	ENSG00000178209.16	0	-	colon_sigmoid	5500
chr5	151739315	151742315	ENSG00000177556.12	0	-	colon_sigmoid	3000
chr12	79571478	79574978	ENSG00000177425.11	0	-	colon_sigmoid	3500
chr7	73677917	73680917	ENSG00000176410.8	0	-	colon_sigmoid	3000
chr3	133928200	133932700	ENSG00000174640.15	0	-	colon_sigmoid	4500
chr17	41750103	41754603	ENSG00000173801.17	0	-	colon_sigmoid	4500
chr1	235106340	235109340	ENSG00000173726.11	0	-	colon_sigmoid	3000
chr17	40870388	40875888	ENSG00000171431.4	0	-	colon_sigmoid	5500
chr19	5839887	5842887	ENSG00000171124.13	0	-	colon_sigmoid	3000
chr11	68258337	68261337	ENSG00000171067.11	0	-	colon_sigmoid	3000
chr7	32861171	32868171	ENSG00000170852.11	0	-	colon_sigmoid	7000
chr12	52892186	52897186	ENSG00000170421.12	0	-	colon_sigmoid	5000
chr16	30547763	30553763	ENSG00000169951.10	0	-	colon_sigmoid	6000
chr3	129164326	129167826	ENSG00000169714.17	0	-	colon_sigmoid	3500
chr5	177313066	177331566	ENSG00000169223.15	0	-	colon_sigmoid	18500
