chrm	start	end	gene_id	-	strand	tissue	length
chr5	141249365	141258865	ENSG00000113248.6	0	+	ovary	9500
chr3	127680926	127684426	ENSG00000114626.18	0	+	ovary	3500
chr3	50649291	50655791	ENSG00000114738.11	0	+	ovary	6500
chr2	219641980	219647980	ENSG00000114923.17	0	+	ovary	6000
chr2	189475552	189479052	ENSG00000115368.10	0	+	ovary	3500
chr2	73625166	73629666	ENSG00000116127.19	0	+	ovary	4500
chr1	111462773	111466773	ENSG00000116459.11	0	+	ovary	4000
chr1	81992436	81995436	ENSG00000117114.20	0	+	ovary	3000
chr1	205532793	205537793	ENSG00000117266.16	0	+	ovary	5000
chr1	46413848	46416848	ENSG00000117480.16	0	+	ovary	3000
chr2	3644644	3649144	ENSG00000118004.18	0	+	ovary	4500
chr6	133895553	133930053	ENSG00000118526.7	0	+	ovary	34500
chr6	108684774	108687774	ENSG00000118689.15	0	+	ovary	3000
chr2	203306026	203310026	ENSG00000119004.16	0	+	ovary	4000
chr14	76084585	76090585	ENSG00000119650.13	0	+	ovary	6000
chr2	46630176	46634176	ENSG00000119878.6	0	+	ovary	4000
chr1	11296049	11299549	ENSG00000120942.14	0	+	ovary	3500
chr5	75601144	75606144	ENSG00000122008.15	0	+	ovary	5000
chr13	27256691	27260691	ENSG00000122026.10	0	+	ovary	4000
chr7	44769881	44772881	ENSG00000122515.15	0	+	ovary	3000
chr1	51273447	51276447	ENSG00000123091.5	0	+	ovary	3000
chr19	49626439	49633939	ENSG00000126464.14	0	+	ovary	7500
chr4	176332245	176336245	ENSG00000129128.13	0	+	ovary	4000
chr9	130704894	130710394	ENSG00000130713.16	0	+	ovary	5500
chr3	16231992	16241492	ENSG00000131386.19	0	+	ovary	9500
chr1	156385219	156388219	ENSG00000132677.13	0	+	ovary	3000
chrX	103587729	103593729	ENSG00000133142.18	0	+	ovary	6000
chr7	149734575	149737575	ENSG00000133619.17	0	+	ovary	3000
chr1	109775428	109778928	ENSG00000134201.12	0	+	ovary	3500
chrX	135033546	135040546	ENSG00000134590.14	0	+	ovary	7000
chr6	125761269	125765769	ENSG00000135547.9	0	+	ovary	4500
chr2	218755416	218760416	ENSG00000135912.11	0	+	ovary	5000
chr17	48866522	48874522	ENSG00000136436.15	0	+	ovary	8000
chr9	127790792	127794292	ENSG00000136807.14	0	+	ovary	3500
chr9	101410660	101415160	ENSG00000136870.10	0	+	ovary	4500
chr1	78646145	78649645	ENSG00000137959.17	0	+	ovary	3500
chr12	113192368	113195368	ENSG00000139405.16	0	+	ovary	3000
chr18	35979286	35982786	ENSG00000141428.17	0	+	ovary	3500
chr17	40457725	40465225	ENSG00000141753.7	0	+	ovary	7500
chr19	519654	523154	ENSG00000141933.9	0	+	ovary	3500
chr1	112463456	112466456	ENSG00000143079.15	0	+	ovary	3000
chr1	179920077	179925077	ENSG00000143337.19	0	+	ovary	5000
chr1	227781826	227784826	ENSG00000143740.15	0	+	ovary	3000
chr2	88186636	88191636	ENSG00000144115.18	0	+	ovary	5000
chr2	119686507	119690507	ENSG00000144120.13	0	+	ovary	4000
chr2	232344350	232348350	ENSG00000144535.20	0	+	ovary	4000
chr11	95132645	95137145	ENSG00000149218.5	0	+	ovary	4500
chr11	75572783	75576783	ENSG00000149257.16	0	+	ovary	4000
chr6	70589569	70597069	ENSG00000154079.6	0	+	ovary	7500
chr6	110967890	110972890	ENSG00000155115.7	0	+	ovary	5000
chr9	101563344	101567344	ENSG00000155827.12	0	+	ovary	4000
chrX	134854835	134864835	ENSG00000156500.15	0	+	ovary	10000
chr2	231401164	231409164	ENSG00000156966.7	0	+	ovary	8000
chr21	43696079	43699079	ENSG00000160208.13	0	+	ovary	3000
chr21	44462196	44467696	ENSG00000160233.8	0	+	ovary	5500
chr8	143023832	143032332	ENSG00000160932.11	0	+	ovary	8500
chr5	179777283	179783783	ENSG00000161021.13	0	+	ovary	6500
chr3	184194012	184199512	ENSG00000161204.11	0	+	ovary	5500
chr16	2899382	2902882	ENSG00000162076.13	0	+	ovary	3500
chr2	61051990	61059490	ENSG00000162928.9	0	+	ovary	7500
chr3	30694142	30697142	ENSG00000163513.19	0	+	ovary	3000
chr4	123403760	123407760	ENSG00000164056.11	0	+	ovary	4000
chr4	173377532	173382532	ENSG00000164105.4	0	+	ovary	5000
chr10	72235860	72239860	ENSG00000166295.9	0	+	ovary	4000
chr16	19080095	19084095	ENSG00000167186.11	0	+	ovary	4000
chr19	44178381	44184381	ENSG00000167380.16	0	+	ovary	6000
chr16	89564542	89567542	ENSG00000167526.14	0	+	ovary	3000
chr19	52418412	52422912	ENSG00000167555.14	0	+	ovary	4500
chr11	70207390	70210890	ENSG00000168040.5	0	+	ovary	3500
chr6	57055239	57067239	ENSG00000168116.14	0	+	ovary	12000
chr1	228496188	228499688	ENSG00000168159.14	0	+	ovary	3500
chr4	183512429	183517429	ENSG00000168556.7	0	+	ovary	5000
chr3	161253532	161259032	ENSG00000169251.13	0	+	ovary	5500
chr8	56218809	56223309	ENSG00000170791.18	0	+	ovary	4500
chr20	50192668	50196168	ENSG00000172216.6	0	+	ovary	3500
chr2	62147247	62156247	ENSG00000173163.10	0	+	ovary	9000
chr12	31993107	32004222	ENSG00000174718.12	0	+	ovary	11115
chrX	91438584	91442084	ENSG00000174740.8	0	+	ovary	3500
chr10	131959834	131962834	ENSG00000175470.20	0	+	ovary	3000
chr17	81009517	81016017	ENSG00000176108.9	0	+	ovary	6500
chr2	241574131	241579131	ENSG00000176720.6	0	+	ovary	5000
chr17	83095122	83107122	ENSG00000176845.13	0	+	ovary	12000
chr11	26997087	27000587	ENSG00000176971.4	0	+	ovary	3500
chr17	8270491	8278491	ENSG00000178921.14	0	+	ovary	8000
chr5	54546586	54552586	ENSG00000178996.14	0	+	ovary	6000
chr17	81721016	81724516	ENSG00000183048.12	0	+	ovary	3500
chr19	8404434	8408434	ENSG00000185236.12	0	+	ovary	4000
chr22	30627271	30630771	ENSG00000185339.9	0	+	ovary	3500
chr2	230403732	230408232	ENSG00000185404.17	0	+	ovary	4500
chr12	5521536	5526536	ENSG00000185652.12	0	+	ovary	5000
chr8	143299952	143302952	ENSG00000185730.8	0	+	ovary	3000
chr19	12189871	12194871	ENSG00000196646.12	0	+	ovary	5000
chr12	116536518	116540518	ENSG00000196668.4	0	+	ovary	4000
chr7	128092609	128098109	ENSG00000197157.11	0	+	ovary	5500
chr19	11914329	11922329	ENSG00000198429.10	0	+	ovary	8000
chr2	237100474	237106474	ENSG00000198612.11	0	+	ovary	6000
chr11	111561745	111565245	ENSG00000204381.12	0	+	ovary	3500
chr6	31558829	31563329	ENSG00000204498.11	0	+	ovary	4500
chr2	96243353	96246853	ENSG00000204685.7	0	+	ovary	3500
chr5	122834543	122838543	ENSG00000205302.7	0	+	ovary	4000
chr6	29945884	29949884	ENSG00000206503.13	0	+	ovary	4000
chr1	168253021	168258521	ENSG00000213064.10	0	+	ovary	5500
chr12	12829981	12833981	ENSG00000213782.7	0	+	ovary	4000
chr22	17060825	17082675	ENSG00000237438.7	0	+	ovary	21850
chr6	32859851	32864851	ENSG00000240065.8	0	+	ovary	5000
chr19	58457833	58462333	ENSG00000249471.8	0	+	ovary	4500
chr8	120056201	120060701	ENSG00000254343.2	0	+	ovary	4500
chr12	63823895	63826895	ENSG00000255642.1	0	+	ovary	3000
chr12	9662085	9666585	ENSG00000257027.1	0	+	ovary	4500
chr14	104823718	104828218	ENSG00000258701.1	0	+	ovary	4500
chr1	93848939	93854439	ENSG00000260464.1	0	+	ovary	5500
chr7	150343346	150347346	ENSG00000261305.2	0	+	ovary	4000
chr17	2712833	2716833	ENSG00000262050.1	0	+	ovary	4000
chr18	59698111	59704611	ENSG00000267774.2	0	+	ovary	6500
chr4	184477304	184480304	ENSG00000271646.1	0	+	ovary	3000
chr14	101949425	101952925	ENSG00000271780.1	0	+	ovary	3500
chr10	79827602	79834602	ENSG00000272447.1	0	+	ovary	7000
chr7	123751166	123755166	ENSG00000272686.1	0	+	ovary	4000
chr15	96345651	96364651	ENSG00000275322.1	0	+	ovary	19000
chr4	173511764	173514764	ENSG00000286039.1	0	+	ovary	3000
chr11	315272	318272	ENSG00000288681.1	0	+	ovary	3000
chr13	93220611	93226611	ENSG00000278177.1	0	-	ovary	6000
chr20	33651200	33655700	ENSG00000275223.1	0	-	ovary	4500
chr3	46916306	46921725	ENSG00000160799.11	0	-	ovary	5419
chr18	22344845	22347845	ENSG00000273348.1	0	-	ovary	3000
chr12	48796575	48800575	ENSG00000271547.1	0	-	ovary	4000
chr20	63857211	63861211	ENSG00000268858.2	0	-	ovary	4000
chr19	21281053	21289553	ENSG00000268521.1	0	-	ovary	8500
chr17	35403683	35406683	ENSG00000267745.1	0	-	ovary	3000
chr10	103871373	103877373	ENSG00000260461.1	0	-	ovary	6000
chr16	31448710	31456710	ENSG00000260267.1	0	-	ovary	8000
chr8	140501312	140505812	ENSG00000259891.1	0	-	ovary	4500
chr8	30375618	30382118	ENSG00000254109.6	0	-	ovary	6500
chr2	113606001	113610501	ENSG00000240356.6	0	-	ovary	4500
chr8	142641459	142657459	ENSG00000234616.9	0	-	ovary	16000
chr10	123994803	124007667	ENSG00000182022.18	0	-	ovary	12864
chr4	38598437	38602437	ENSG00000231160.10	0	-	ovary	4000
chr19	54438806	54444806	ENSG00000226696.6	0	-	ovary	6000
chrX	136804222	136807222	ENSG00000225125.2	0	-	ovary	3000
chr14	106805941	106810441	ENSG00000224650.2	0	-	ovary	4500
chr8	206185	213185	ENSG00000223508.5	0	-	ovary	7000
chr3	134347351	134351851	ENSG00000214289.2	0	-	ovary	4500
chr3	197574212	197578212	ENSG00000214135.8	0	-	ovary	4000
chr17	81675686	81681186	ENSG00000214087.9	0	-	ovary	5500
chr6	89321624	89326624	ENSG00000198833.7	0	-	ovary	5000
chrX	57899429	57905429	ENSG00000198205.7	0	-	ovary	6000
chr20	3182349	3190349	ENSG00000198171.13	0	-	ovary	8000
chr19	53228380	53235380	ENSG00000197928.11	0	-	ovary	7000
chr19	49327524	49331524	ENSG00000197813.6	0	-	ovary	4000
chr19	11160269	11164269	ENSG00000197256.11	0	-	ovary	4000
chr5	151093705	151100705	ENSG00000197043.14	0	-	ovary	7000
chr5	180843610	180847610	ENSG00000196670.14	0	-	ovary	4000
chr19	37730832	37735832	ENSG00000189144.15	0	-	ovary	5000
chr3	146506679	146515179	ENSG00000188313.13	0	-	ovary	8500
chr22	23735681	23738681	ENSG00000187792.5	0	-	ovary	3000
chr11	72681068	72685068	ENSG00000186635.15	0	-	ovary	4000
chr11	32383774	32387774	ENSG00000184937.16	0	-	ovary	4000
chrX	64182116	64185116	ENSG00000184675.11	0	-	ovary	3000
chr17	81883834	81887834	ENSG00000183684.8	0	-	ovary	4000
chr2	98595813	98599313	ENSG00000183513.9	0	-	ovary	3500
chr1	37993769	37996769	ENSG00000183386.10	0	-	ovary	3000
chr22	49895728	49900228	ENSG00000182858.14	0	-	ovary	4500
chr11	73868666	73872666	ENSG00000181924.7	0	-	ovary	4000
chr17	201888	212388	ENSG00000181031.16	0	-	ovary	10500
chr15	20368994	20379494	ENSG00000180229.12	0	-	ovary	10500
chr17	73278123	73283623	ENSG00000179604.10	0	-	ovary	5500
chr6	32655966	32659466	ENSG00000179344.16	0	-	ovary	3500
chr7	1148070	1152070	ENSG00000178381.12	0	-	ovary	4000
chr5	151739315	151742315	ENSG00000177556.12	0	-	ovary	3000
chr3	184705863	184710363	ENSG00000177383.5	0	-	ovary	4500
chr11	63566694	63573194	ENSG00000176485.13	0	-	ovary	6500
chr7	73677917	73680917	ENSG00000176410.8	0	-	ovary	3000
chr19	39527986	39530986	ENSG00000176401.6	0	-	ovary	3000
chr9	121815427	121821927	ENSG00000175764.15	0	-	ovary	6500
chr4	121029112	121035612	ENSG00000173376.14	0	-	ovary	6500
chr11	6313945	6318945	ENSG00000170955.10	0	-	ovary	5000
chr19	53063105	53066605	ENSG00000170949.17	0	-	ovary	3500
chr16	30548263	30553763	ENSG00000169951.10	0	-	ovary	5500
chr3	129164326	129167826	ENSG00000169714.17	0	-	ovary	3500
chr19	46397328	46410328	ENSG00000169515.8	0	-	ovary	13000
chr8	51813074	51817574	ENSG00000168300.14	0	-	ovary	4500
chr2	149564636	149569636	ENSG00000168288.13	0	-	ovary	5000
chr17	795809	799309	ENSG00000167693.17	0	-	ovary	3500
chrX	330432	333932	ENSG00000167393.18	0	-	ovary	3500
chr9	35084687	35088687	ENSG00000165282.14	0	-	ovary	4000
chr9	72894170	72900670	ENSG00000165092.13	0	-	ovary	6500
chr7	1464776	1470276	ENSG00000164880.16	0	-	ovary	5500
chr6	39183970	39188970	ENSG00000164626.9	0	-	ovary	5000
chr5	88185632	88189632	ENSG00000164180.14	0	-	ovary	4000
chr4	158120973	158124473	ENSG00000164125.16	0	-	ovary	3500
chr1	39613434	39623434	ENSG00000163909.8	0	-	ovary	10000
chr4	83403342	83407342	ENSG00000163312.11	0	-	ovary	4000
chr2	31854559	31865059	ENSG00000162959.14	0	-	ovary	10500
chr1	205332060	205336060	ENSG00000162873.15	0	-	ovary	4000
chr19	40313535	40319535	ENSG00000160392.13	0	-	ovary	6000
chr1	160985710	160995210	ENSG00000158769.18	0	-	ovary	9500
chrX	50586641	50591641	ENSG00000158352.17	0	-	ovary	5000
chr1	27400729	27404229	ENSG00000158195.11	0	-	ovary	3500
chr11	6675384	6680384	ENSG00000158042.9	0	-	ovary	5000
chr1	2505536	2508536	ENSG00000157881.16	0	-	ovary	3000
chr5	141849589	141853089	ENSG00000156453.14	0	-	ovary	3500
chr21	28867690	28872190	ENSG00000156239.12	0	-	ovary	4500
chr17	69061201	69078701	ENSG00000154262.13	0	-	ovary	17500
chr16	4605382	4608882	ENSG00000153443.13	0	-	ovary	3500
chr2	159928005	159932005	ENSG00000153246.13	0	-	ovary	4000
chr19	57935832	57940832	ENSG00000152454.4	0	-	ovary	5000
chr11	125093544	125096544	ENSG00000150433.9	0	-	ovary	3000
chr11	108153714	108157214	ENSG00000149308.17	0	-	ovary	3500
chr10	87040201	87050201	ENSG00000148672.9	0	-	ovary	10000
chrX	71053331	71056331	ENSG00000147164.12	0	-	ovary	3000
chr7	991485	996985	ENSG00000146540.15	0	-	ovary	5500
chr5	173603644	173607144	ENSG00000145919.11	0	-	ovary	3500
chr14	57994734	57999734	ENSG00000139971.15	0	-	ovary	5000
chr12	58866148	58872148	ENSG00000139263.12	0	-	ovary	6000
chr4	82344997	82352497	ENSG00000138668.19	0	-	ovary	7500
chr9	35693447	35696947	ENSG00000137076.21	0	-	ovary	3500
chr9	97899488	97904488	ENSG00000136932.14	0	-	ovary	5000
chr15	34081016	34084016	ENSG00000134153.10	0	-	ovary	3000
chr14	70576256	70581256	ENSG00000133997.12	0	-	ovary	5000
chr11	14274421	14277921	ENSG00000133818.14	0	-	ovary	3500
chr7	149542653	149547153	ENSG00000133624.13	0	-	ovary	4500
chr19	8505677	8509677	ENSG00000133250.14	0	-	ovary	4000
chr5	150702939	150708439	ENSG00000132912.13	0	-	ovary	5500
chr8	99954435	99960935	ENSG00000132554.20	0	-	ovary	6500
chr7	50436127	50444127	ENSG00000132436.11	0	-	ovary	8000
chr8	42832673	42836673	ENSG00000131931.8	0	-	ovary	4000
chr15	101172726	101175726	ENSG00000131873.7	0	-	ovary	3000
chr6	149497494	149504494	ENSG00000131013.4	0	-	ovary	7000
chr19	18256693	18279693	ENSG00000130522.6	0	-	ovary	23000
chr19	17391438	17402938	ENSG00000130303.14	0	-	ovary	11500
chr4	182882559	182890059	ENSG00000129187.15	0	-	ovary	7500
chrX	101341660	101345660	ENSG00000126953.8	0	-	ovary	4000
chrX	47631520	47635520	ENSG00000126767.18	0	-	ovary	4000
chr1	23355947	23359447	ENSG00000125945.15	0	-	ovary	3500
chr2	219368042	219372042	ENSG00000123992.20	0	-	ovary	4000
chr12	115953904	115957904	ENSG00000123066.9	0	-	ovary	4000
chr12	113806737	113816737	ENSG00000122965.11	0	-	ovary	10000
chr3	113713457	113716457	ENSG00000121579.13	0	-	ovary	3000
chr8	101169877	101177877	ENSG00000120963.12	0	-	ovary	8000
chr5	138938723	138946723	ENSG00000120725.13	0	-	ovary	8000
chr10	91623941	91628441	ENSG00000119938.9	0	-	ovary	4500
chr1	231328752	231332752	ENSG00000116903.7	0	-	ovary	4000
chr1	33140398	33145398	ENSG00000116525.14	0	-	ovary	5000
chr2	105352211	105357711	ENSG00000115641.19	0	-	ovary	5500
chr2	86499429	86503429	ENSG00000115561.16	0	-	ovary	4000
chr3	131455211	131462211	ENSG00000114686.9	0	-	ovary	7000
chr5	34900259	34905259	ENSG00000113456.19	0	-	ovary	5000
chr6	122439350	122443350	ENSG00000111897.7	0	-	ovary	4000
chr12	10599192	10604192	ENSG00000111196.10	0	-	ovary	5000
chr4	102787882	102794382	ENSG00000109332.20	0	-	ovary	6500
chr4	99874835	99878335	ENSG00000109270.13	0	-	ovary	3500
chr9	13100205	13105705	ENSG00000107186.17	0	-	ovary	5500
chr19	39815849	39825349	ENSG00000105204.14	0	-	ovary	9500
chr14	23353402	23356402	ENSG00000100842.13	0	-	ovary	3000
chr22	29498878	29505878	ENSG00000100296.14	0	-	ovary	7000
chr16	30823125	30833625	ENSG00000099385.12	0	-	ovary	10500
chr6	35570084	35573584	ENSG00000096060.15	0	-	ovary	3500
chr20	2791073	2794073	ENSG00000088882.8	0	-	ovary	3000
chr11	1269370	1274370	ENSG00000078902.16	0	-	ovary	5000
chr3	171596903	171600403	ENSG00000075651.16	0	-	ovary	3500
chr11	85952174	85957174	ENSG00000073921.18	0	-	ovary	5000
chrX	53371148	53374148	ENSG00000072501.19	0	-	ovary	3000
chr14	68870627	68874127	ENSG00000072110.15	0	-	ovary	3500
chr16	46652631	46656131	ENSG00000069329.18	0	-	ovary	3500
chrX	49109906	49113406	ENSG00000068394.11	0	-	ovary	3500
chr16	75624473	75627473	ENSG00000065427.15	0	-	ovary	3000
chr12	26967578	26971578	ENSG00000064115.11	0	-	ovary	4000
chr9	120898392	120902392	ENSG00000056558.11	0	-	ovary	4000
chr6	42188306	42206806	ENSG00000048544.6	0	-	ovary	18500
