chrm	start	end	gene_id	-	strand	tissue	length
chr2	189475552	189479052	ENSG00000115368.10	0	+	lung	3500
chr2	237555322	237560822	ENSG00000115648.14	0	+	lung	5500
chr1	81992436	81996936	ENSG00000117114.20	0	+	lung	4500
chr1	205532793	205537793	ENSG00000117266.16	0	+	lung	5000
chr1	46365152	46368652	ENSG00000117481.10	0	+	lung	3500
chr6	133895553	133907053	ENSG00000118526.7	0	+	lung	11500
chr17	57121346	57129846	ENSG00000121057.13	0	+	lung	8500
chr13	27256691	27259691	ENSG00000122026.10	0	+	lung	3000
chr7	45186302	45203302	ENSG00000122679.8	0	+	lung	17000
chr10	79615455	79620455	ENSG00000122852.15	0	+	lung	5000
chr20	49953885	49960532	ENSG00000124226.11	0	+	lung	6647
chr19	46343433	46346933	ENSG00000124440.16	0	+	lung	3500
chr19	3180332	3185332	ENSG00000125910.6	0	+	lung	5000
chr19	3209575	3213075	ENSG00000125912.11	0	+	lung	3500
chr19	34471251	34477251	ENSG00000126261.13	0	+	lung	6000
chr19	16328685	16331685	ENSG00000127528.6	0	+	lung	3000
chr7	77640069	77649569	ENSG00000127947.16	0	+	lung	9500
chr17	77217101	77225601	ENSG00000129657.16	0	+	lung	8500
chr20	62296213	62301713	ENSG00000130703.17	0	+	lung	5500
chr9	130704894	130707894	ENSG00000130713.16	0	+	lung	3000
chr17	8020342	8027342	ENSG00000132518.7	0	+	lung	7000
chr11	12359144	12362144	ENSG00000133816.17	0	+	lung	3000
chr2	218755416	218763416	ENSG00000135912.11	0	+	lung	8000
chr2	218815293	218818293	ENSG00000135929.9	0	+	lung	3000
chr13	77645263	77650763	ENSG00000136155.17	0	+	lung	5500
chr9	127790792	127794292	ENSG00000136807.14	0	+	lung	3500
chr15	66782849	66785849	ENSG00000137834.15	0	+	lung	3000
chr10	122254545	122263545	ENSG00000138162.19	0	+	lung	9000
chr12	51923361	51929361	ENSG00000139567.13	0	+	lung	6000
chr18	35979286	35983286	ENSG00000141428.17	0	+	lung	4000
chr17	40457725	40467725	ENSG00000141753.7	0	+	lung	10000
chr19	519654	523154	ENSG00000141933.9	0	+	lung	3500
chr1	15430339	15433839	ENSG00000142634.13	0	+	lung	3500
chr1	10630758	10633758	ENSG00000142655.13	0	+	lung	3000
chr1	23696835	23702835	ENSG00000142676.14	0	+	lung	6000
chr1	43623666	43628166	ENSG00000142949.17	0	+	lung	4500
chr1	46819413	46825413	ENSG00000142973.14	0	+	lung	6000
chr1	112463456	112466456	ENSG00000143079.15	0	+	lung	3000
chr2	119686507	119689507	ENSG00000144120.13	0	+	lung	3000
chr2	218405941	218408941	ENSG00000144579.8	0	+	lung	3000
chr3	101861022	101865522	ENSG00000144802.11	0	+	lung	4500
chr7	139423457	139428957	ENSG00000146963.18	0	+	lung	5500
chrX	118686163	118689663	ENSG00000147251.16	0	+	lung	3500
chr8	477967	482967	ENSG00000147364.17	0	+	lung	5000
chr11	75572783	75575783	ENSG00000149257.16	0	+	lung	3000
chr11	61369509	61373509	ENSG00000149483.12	0	+	lung	4000
chr16	30070457	30075957	ENSG00000149925.22	0	+	lung	5500
chr3	32168709	32172209	ENSG00000152642.11	0	+	lung	3500
chr6	110967890	110973390	ENSG00000155115.7	0	+	lung	5500
chr9	101563344	101566344	ENSG00000155827.12	0	+	lung	3000
chrX	110182734	110185734	ENSG00000157600.12	0	+	lung	3000
chr11	46321409	46324909	ENSG00000157613.11	0	+	lung	3500
chr9	110172512	110176512	ENSG00000157654.19	0	+	lung	4000
chr1	203309602	203314602	ENSG00000159388.6	0	+	lung	5000
chr21	42297244	42305244	ENSG00000160179.19	0	+	lung	8000
chr21	42581440	42587440	ENSG00000160190.14	0	+	lung	6000
chr21	43696079	43699079	ENSG00000160208.13	0	+	lung	3000
chr21	43762307	43768307	ENSG00000160209.19	0	+	lung	6000
chr21	46570015	46575015	ENSG00000160305.18	0	+	lung	5000
chr19	13154911	13157911	ENSG00000160888.7	0	+	lung	3000
chr5	179777283	179783783	ENSG00000161021.13	0	+	lung	6500
chr3	184194012	184199512	ENSG00000161204.11	0	+	lung	5500
chr12	52015889	52019389	ENSG00000161835.11	0	+	lung	3500
chr17	7030290	7035790	ENSG00000161940.11	0	+	lung	5500
chr16	2899382	2902882	ENSG00000162076.13	0	+	lung	3500
chr1	206734281	206738781	ENSG00000162889.11	0	+	lung	4500
chr2	61051990	61060490	ENSG00000162928.9	0	+	lung	8500
chr14	103537073	103541073	ENSG00000166166.13	0	+	lung	4000
chr10	72235860	72240860	ENSG00000166295.9	0	+	lung	5000
chr16	10483638	10496138	ENSG00000166669.13	0	+	lung	12500
chr15	44718851	44722351	ENSG00000166710.21	0	+	lung	3500
chr15	67195173	67198673	ENSG00000166949.17	0	+	lung	3500
chr15	75212169	75217669	ENSG00000167173.19	0	+	lung	5500
chr16	19080095	19084595	ENSG00000167186.11	0	+	lung	4500
chr16	89564542	89568042	ENSG00000167526.14	0	+	lung	3500
chr11	70207390	70210390	ENSG00000168040.5	0	+	lung	3000
chr3	9479240	9483240	ENSG00000168137.18	0	+	lung	4000
chr1	39969968	39972968	ENSG00000168389.18	0	+	lung	3000
chr2	85791383	85796383	ENSG00000168874.13	0	+	lung	5000
chr5	148828623	148834123	ENSG00000169252.6	0	+	lung	5500
chr1	153693992	153697992	ENSG00000169418.10	0	+	lung	4000
chr1	24844321	24847321	ENSG00000169504.15	0	+	lung	3000
chr17	7949920	7962122	ENSG00000170037.14	0	+	lung	12202
chr17	75106162	75109662	ENSG00000170190.16	0	+	lung	3500
chr14	75282230	75285730	ENSG00000170345.10	0	+	lung	3500
chr10	102658318	102663318	ENSG00000171206.15	0	+	lung	5000
chr20	50192668	50197668	ENSG00000172216.6	0	+	lung	5000
chr16	67009758	67013258	ENSG00000172824.16	0	+	lung	3500
chr11	67072017	67075517	ENSG00000173156.7	0	+	lung	3500
chr15	75662301	75671801	ENSG00000173548.9	0	+	lung	9500
chr17	41692668	41695668	ENSG00000173812.11	0	+	lung	3000
chr12	31993107	32001107	ENSG00000174718.12	0	+	lung	8000
chr11	66004149	66007649	ENSG00000175334.8	0	+	lung	3500
chr2	241574131	241579631	ENSG00000176720.6	0	+	lung	5500
chr17	83095122	83100122	ENSG00000176845.13	0	+	lung	5000
chr17	8270491	8274491	ENSG00000178921.14	0	+	lung	4000
chr19	47784686	47788686	ENSG00000178980.15	0	+	lung	4000
chr1	28539300	28542300	ENSG00000180198.16	0	+	lung	3000
chr15	90895776	90899776	ENSG00000182511.12	0	+	lung	4000
chr14	105480162	105486162	ENSG00000182809.11	0	+	lung	6000
chr19	8404434	8409934	ENSG00000185236.12	0	+	lung	5500
chr17	81673904	81679404	ENSG00000185298.13	0	+	lung	5500
chr1	224010612	224016612	ENSG00000185495.10	0	+	lung	6000
chr5	2755397	2758897	ENSG00000186493.14	0	+	lung	3500
chr9	137273542	137277042	ENSG00000188986.9	0	+	lung	3500
chr10	38065088	38068088	ENSG00000189180.16	0	+	lung	3000
chr1	156177752	156180752	ENSG00000196189.13	0	+	lung	3000
chr6	32647062	32650562	ENSG00000196735.13	0	+	lung	3500
chr5	151270440	151273440	ENSG00000196743.9	0	+	lung	3000
chr7	128092609	128096609	ENSG00000197157.11	0	+	lung	4000
chr8	144086216	144089216	ENSG00000197858.11	0	+	lung	3000
chrX	1310381	1313881	ENSG00000198223.17	0	+	lung	3500
chr22	49964072	49968572	ENSG00000198355.5	0	+	lung	4500
chr16	69941741	69946241	ENSG00000198373.13	0	+	lung	4500
chr11	57819546	57830046	ENSG00000198561.15	0	+	lung	10500
chr6	31839766	31844766	ENSG00000204387.14	0	+	lung	5000
chr6	31558829	31564329	ENSG00000204498.11	0	+	lung	5500
chr19	35996312	36002312	ENSG00000205138.4	0	+	lung	6000
chr6	29945884	29949884	ENSG00000206503.13	0	+	lung	4000
chr1	168253021	168257521	ENSG00000213064.10	0	+	lung	4500
chr14	24166565	24171565	ENSG00000213928.9	0	+	lung	5000
chr6	32859851	32865351	ENSG00000240065.8	0	+	lung	5500
chr7	30925517	30929017	ENSG00000240583.14	0	+	lung	3500
chr7	151413354	151416354	ENSG00000243836.5	0	+	lung	3000
chr3	101713191	101716691	ENSG00000244119.1	0	+	lung	3500
chr3	128502970	128510470	ENSG00000244300.3	0	+	lung	7500
chr11	65506516	65510016	ENSG00000251562.8	0	+	lung	3500
chr10	17911164	17914164	ENSG00000260314.3	0	+	lung	3000
chr19	18178117	18184617	ENSG00000268173.3	0	+	lung	6500
chr17	64468643	64475143	ENSG00000271605.6	0	+	lung	6500
chr14	101949425	101952925	ENSG00000271780.1	0	+	lung	3500
chr17	39567559	39573059	ENSG00000273576.1	0	+	lung	5500
chrX	153230357	153233357	ENSG00000273877.4	0	+	lung	3000
chr17	81863102	81867602	ENSG00000278876.1	0	+	lung	4500
chr7	135172414	135182414	ENSG00000287733.1	0	+	lung	10000
chr1	161371964	161375464	ENSG00000288670.1	0	+	lung	3500
chr11	315272	318272	ENSG00000288681.1	0	+	lung	3000
chr1	34971355	34974355	ENSG00000284773.1	0	-	lung	3000
chr10	47743757	47749757	ENSG00000277758.5	0	-	lung	6000
chr22	22278927	22283927	ENSG00000274422.1	0	-	lung	5000
chr3	46912225	46921725	ENSG00000160799.11	0	-	lung	9500
chr20	62380302	62386302	ENSG00000273619.1	0	-	lung	6000
chr19	15343384	15353384	ENSG00000105127.10	0	-	lung	10000
chr14	74448429	74471929	ENSG00000270000.1	0	-	lung	23500
chr20	63855711	63861211	ENSG00000268858.2	0	-	lung	5500
chr16	86461528	86474528	ENSG00000268388.6	0	-	lung	13000
chr1	145987434	145992434	ENSG00000265972.6	0	-	lung	5000
chr1	23277306	23281306	ENSG00000261326.4	0	-	lung	4000
chr8	143849823	143857323	ENSG00000261150.3	0	-	lung	7500
chr16	30915818	30919318	ENSG00000260852.1	0	-	lung	3500
chr16	10499841	10514841	ENSG00000260468.1	0	-	lung	15000
chr16	31448710	31456710	ENSG00000260267.1	0	-	lung	8000
chr11	65565481	65568481	ENSG00000260233.3	0	-	lung	3000
chr8	134786019	134792019	ENSG00000259820.1	0	-	lung	6000
chr10	28519651	28522651	ENSG00000254635.6	0	-	lung	3000
chr8	30375618	30382118	ENSG00000254109.6	0	-	lung	6500
chr1	43278376	43281876	ENSG00000253313.6	0	-	lung	3500
chr17	48868859	48874859	ENSG00000248278.1	0	-	lung	6000
chr2	20244325	20248690	ENSG00000055917.16	0	-	lung	4365
chr1	150545561	150548561	ENSG00000237781.3	0	-	lung	3000
chr6	31350871	31353871	ENSG00000234745.13	0	-	lung	3000
chr8	142651959	142657459	ENSG00000234616.9	0	-	lung	5500
chr3	49354175	49357175	ENSG00000233276.8	0	-	lung	3000
chr19	54438806	54444806	ENSG00000226696.6	0	-	lung	6000
chr22	38281690	38290690	ENSG00000213923.13	0	-	lung	9000
chr6	28900001	28903001	ENSG00000204713.11	0	-	lung	3000
chr6	31853158	31857658	ENSG00000204386.12	0	-	lung	4500
chr10	46541543	46549043	ENSG00000204175.5	0	-	lung	7500
chr20	64043581	64047581	ENSG00000203883.7	0	-	lung	4000
chr1	207797017	207801517	ENSG00000203709.12	0	-	lung	4500
chr16	1935228	1938228	ENSG00000198736.12	0	-	lung	3000
chr10	102101488	102106488	ENSG00000198728.11	0	-	lung	5000
chr2	69315279	69319779	ENSG00000198380.13	0	-	lung	4500
chr20	3182349	3190349	ENSG00000198171.13	0	-	lung	8000
chr19	49327524	49331524	ENSG00000197813.6	0	-	lung	4000
chr19	11161269	11164269	ENSG00000197256.11	0	-	lung	3000
chr5	151095705	151100705	ENSG00000197043.14	0	-	lung	5000
chr6	34582787	34587287	ENSG00000196821.10	0	-	lung	4500
chr5	180843110	180847610	ENSG00000196670.14	0	-	lung	4500
chr7	100799564	100802564	ENSG00000196411.10	0	-	lung	3000
chr6	32575768	32578768	ENSG00000196126.11	0	-	lung	3000
chr16	11540221	11547721	ENSG00000189067.14	0	-	lung	7500
chr3	146509679	146515179	ENSG00000188313.13	0	-	lung	5500
chr5	142301926	142310426	ENSG00000187678.10	0	-	lung	8500
chr11	72675068	72685068	ENSG00000186635.15	0	-	lung	10000
chr12	110715679	110719679	ENSG00000186298.12	0	-	lung	4000
chr5	1541494	1567494	ENSG00000185986.12	0	-	lung	26000
chr10	79550351	79555851	ENSG00000185303.17	0	-	lung	5500
chr17	78353277	78356777	ENSG00000184557.4	0	-	lung	3500
chrX	154006505	154010505	ENSG00000184216.14	0	-	lung	4000
chr17	81505912	81509412	ENSG00000184009.13	0	-	lung	3500
chr17	81881334	81887834	ENSG00000183684.8	0	-	lung	6500
chr2	68938731	68945231	ENSG00000183607.10	0	-	lung	6500
chr2	98595813	98599313	ENSG00000183513.9	0	-	lung	3500
chr1	37993769	37996769	ENSG00000183386.10	0	-	lung	3000
chr1	207012021	207018521	ENSG00000182795.13	0	-	lung	6500
chr1	231013957	231018957	ENSG00000182118.8	0	-	lung	5000
chr11	73868666	73872666	ENSG00000181924.7	0	-	lung	4000
chr1	36387737	36391237	ENSG00000181817.6	0	-	lung	3500
chr10	97329496	97332496	ENSG00000181274.7	0	-	lung	3000
chr17	201888	212388	ENSG00000181031.16	0	-	lung	10500
chr6	44089950	44113450	ENSG00000180992.7	0	-	lung	23500
chr10	70199334	70202834	ENSG00000180817.12	0	-	lung	3500
chr19	55222637	55226637	ENSG00000180089.6	0	-	lung	4000
chr17	73278123	73283623	ENSG00000179604.10	0	-	lung	5500
chr6	32652966	32659466	ENSG00000179344.16	0	-	lung	6500
chr17	8137471	8140471	ENSG00000179094.16	0	-	lung	3000
chr8	143910152	143915152	ENSG00000178209.16	0	-	lung	5000
chr16	54279803	54283303	ENSG00000177508.12	0	-	lung	3500
chr12	79571478	79574978	ENSG00000177425.11	0	-	lung	3500
chr11	641232	644232	ENSG00000177030.17	0	-	lung	3000
chr11	63566694	63573194	ENSG00000176485.13	0	-	lung	6500
chr7	73677917	73680917	ENSG00000176410.8	0	-	lung	3000
chr11	65991044	65996544	ENSG00000175376.9	0	-	lung	5500
chr3	133928200	133932700	ENSG00000174640.15	0	-	lung	4500
chr1	201461277	201464277	ENSG00000174307.7	0	-	lung	3000
chr17	41749103	41754603	ENSG00000173801.17	0	-	lung	5500
chr4	121029112	121035612	ENSG00000173376.14	0	-	lung	6500
chrX	120622673	120625673	ENSG00000171155.8	0	-	lung	3000
chr19	53061605	53066605	ENSG00000170949.17	0	-	lung	5000
chr7	32863671	32868171	ENSG00000170852.11	0	-	lung	4500
chr10	32005514	32009014	ENSG00000170759.11	0	-	lung	3500
chr7	76321298	76326798	ENSG00000170027.7	0	-	lung	5500
chr16	30548263	30553763	ENSG00000169951.10	0	-	lung	5500
chr3	129164326	129167826	ENSG00000169714.17	0	-	lung	3500
chr17	82074337	82078337	ENSG00000169710.9	0	-	lung	4000
chr5	177313066	177331566	ENSG00000169223.15	0	-	lung	18500
chr2	85653313	85657313	ENSG00000168878.19	0	-	lung	4000
chr17	29556546	29560546	ENSG00000168792.5	0	-	lung	4000
chr11	64759605	64764605	ENSG00000168066.21	0	-	lung	5000
chr19	3953952	3958452	ENSG00000167657.14	0	-	lung	4500
chr17	1410188	1420688	ENSG00000167193.8	0	-	lung	10500
chr9	35084187	35088687	ENSG00000165282.14	0	-	lung	4500
chr9	83964582	83968082	ENSG00000165119.21	0	-	lung	3500
chr3	196464282	196468782	ENSG00000163961.4	0	-	lung	4500
chr3	53219711	53224711	ENSG00000163931.16	0	-	lung	5000
chr1	39613434	39623434	ENSG00000163909.8	0	-	lung	10000
chr1	228197502	228203502	ENSG00000162913.10	0	-	lung	6000
chr19	40313035	40319535	ENSG00000160392.13	0	-	lung	6500
chr4	1160931	1166931	ENSG00000159674.12	0	-	lung	6000
chr1	160985710	160995210	ENSG00000158769.18	0	-	lung	9500
chr1	159913106	159918106	ENSG00000158710.15	0	-	lung	5000
chrX	50586641	50591641	ENSG00000158352.17	0	-	lung	5000
chr1	27397729	27404229	ENSG00000158195.11	0	-	lung	6500
chr5	141834089	141853089	ENSG00000156453.14	0	-	lung	19000
chr18	9543790	9546790	ENSG00000154845.16	0	-	lung	3000
chr16	4605882	4608882	ENSG00000153443.13	0	-	lung	3000
chr5	1450479	1456479	ENSG00000153395.10	0	-	lung	6000
chr11	47460432	47465932	ENSG00000149187.18	0	-	lung	5500
chr10	87040201	87050201	ENSG00000148672.9	0	-	lung	10000
chr9	136491432	136494432	ENSG00000148400.13	0	-	lung	3000
chr9	136425618	136428618	ENSG00000148384.14	0	-	lung	3000
chr7	993985	996985	ENSG00000146540.15	0	-	lung	3000
chr1	151359803	151364303	ENSG00000143416.21	0	-	lung	4500
chr1	156714890	156721890	ENSG00000143319.17	0	-	lung	7000
chr19	56082865	56087365	ENSG00000142409.6	0	-	lung	4500
chr19	8516777	8520777	ENSG00000142347.19	0	-	lung	4000
chr4	102246040	102251040	ENSG00000138821.13	0	-	lung	5000
chr4	82344497	82352497	ENSG00000138668.19	0	-	lung	8000
chr9	35692947	35696947	ENSG00000137076.21	0	-	lung	4000
chr3	185911057	185914557	ENSG00000136527.18	0	-	lung	3500
chr16	66716892	66720892	ENSG00000135720.13	0	-	lung	4000
chr1	109276555	109279555	ENSG00000134222.16	0	-	lung	3000
chr15	34136173	34140673	ENSG00000134152.11	0	-	lung	4500
chr11	14273921	14277921	ENSG00000133818.14	0	-	lung	4000
chr13	45329970	45333470	ENSG00000133112.17	0	-	lung	3500
chr5	150702439	150708439	ENSG00000132912.13	0	-	lung	6000
chr17	75772933	75776433	ENSG00000132475.10	0	-	lung	3500
chr19	14511268	14514768	ENSG00000132002.9	0	-	lung	3500
chr19	18256693	18279693	ENSG00000130522.6	0	-	lung	23000
chr19	17399938	17402938	ENSG00000130303.14	0	-	lung	3000
chr22	26517495	26521995	ENSG00000128294.16	0	-	lung	4500
chrX	47631520	47635520	ENSG00000126767.18	0	-	lung	4000
chr19	49626791	49635291	ENSG00000126458.4	0	-	lung	8500
chrX	53187320	53191320	ENSG00000126012.12	0	-	lung	4000
chr20	5538438	5544438	ENSG00000125772.14	0	-	lung	6000
chr19	6669703	6677703	ENSG00000125730.17	0	-	lung	8000
chr20	45249238	45252238	ENSG00000124107.5	0	-	lung	3000
chr2	219367542	219372042	ENSG00000123992.20	0	-	lung	4500
chr4	109706488	109709988	ENSG00000123739.11	0	-	lung	3500
chr12	113806737	113816737	ENSG00000122965.11	0	-	lung	10000
chr3	113713457	113716457	ENSG00000121579.13	0	-	lung	3000
chr1	231328752	231332752	ENSG00000116903.7	0	-	lung	4000
chr2	86496429	86503429	ENSG00000115561.16	0	-	lung	7000
chr3	50601488	50606488	ENSG00000114737.16	0	-	lung	5000
chr5	149486981	149492981	ENSG00000113712.19	0	-	lung	6000
chr6	112104430	112107930	ENSG00000112769.20	0	-	lung	3500
chr6	159666068	159669068	ENSG00000112096.19	0	-	lung	3000
chr12	56660340	56663340	ENSG00000110958.16	0	-	lung	3000
chr11	47608814	47617314	ENSG00000109919.10	0	-	lung	8500
chr17	78668547	78674047	ENSG00000108669.16	0	-	lung	5500
chr10	802913	806913	ENSG00000107929.15	0	-	lung	4000
chr9	131573769	131576769	ENSG00000107263.18	0	-	lung	3000
chr9	127863485	127866485	ENSG00000106992.19	0	-	lung	3000
chr7	56097572	56101572	ENSG00000106153.13	0	-	lung	4000
chr7	95399861	95404861	ENSG00000105854.13	0	-	lung	5000
chr19	40226816	40230316	ENSG00000105221.18	0	-	lung	3500
chr19	38812421	38815421	ENSG00000104823.9	0	-	lung	3000
chr8	27281385	27284885	ENSG00000104228.13	0	-	lung	3500
chr20	50884915	50888915	ENSG00000101126.18	0	-	lung	4000
chr14	35397512	35401512	ENSG00000100906.11	0	-	lung	4000
chr14	91454007	91457507	ENSG00000100796.18	0	-	lung	3500
chr22	41594527	41598027	ENSG00000100418.8	0	-	lung	3500
chr22	36275779	36281279	ENSG00000100345.22	0	-	lung	5500
chr22	29498878	29505878	ENSG00000100296.14	0	-	lung	7000
chr22	41668932	41673932	ENSG00000100138.15	0	-	lung	5000
chr22	21911924	21919424	ENSG00000100034.14	0	-	lung	7500
chr22	21752156	21759656	ENSG00000100030.15	0	-	lung	7500
chr16	30828125	30833625	ENSG00000099385.12	0	-	lung	5500
chr9	98194010	98199010	ENSG00000095383.20	0	-	lung	5000
chr2	164646623	164653623	ENSG00000082438.18	0	-	lung	7000
chr2	217791587	217799587	ENSG00000079308.19	0	-	lung	8000
chr11	1264370	1274370	ENSG00000078902.16	0	-	lung	10000
chr3	183116214	183122214	ENSG00000078081.8	0	-	lung	6000
chr7	5522408	5526408	ENSG00000075624.17	0	-	lung	4000
chr1	8856999	8860999	ENSG00000074800.16	0	-	lung	4000
chr17	1629357	1633857	ENSG00000074660.16	0	-	lung	4500
chrX	53369648	53374148	ENSG00000072501.19	0	-	lung	4500
chr14	68870127	68874127	ENSG00000072110.15	0	-	lung	4000
chr16	46652631	46656131	ENSG00000069329.18	0	-	lung	3500
chr3	50312789	50317789	ENSG00000068001.14	0	-	lung	5000
chr1	19299464	19303964	ENSG00000053371.13	0	-	lung	4500
chr6	42202806	42206806	ENSG00000048544.6	0	-	lung	4000
chr7	106086504	106090504	ENSG00000008282.9	0	-	lung	4000
chr3	129552213	129555213	ENSG00000004399.13	0	-	lung	3000
