chrm	start	end	gene_id	-	strand	tissue	length
chr1	11296049	11299549	ENSG00000120942.14	0	+	thymus	3500
chr7	44769881	44775381	ENSG00000122515.15	0	+	thymus	5500
chr6	21598619	21602119	ENSG00000124766.7	0	+	thymus	3500
chr19	3180332	3184832	ENSG00000125910.6	0	+	thymus	4500
chr22	40682814	40687814	ENSG00000128285.4	0	+	thymus	5000
chr9	130704894	130709894	ENSG00000130713.16	0	+	thymus	5000
chrY	19606274	19609774	ENSG00000131002.12	0	+	thymus	3500
chr5	142154440	142159440	ENSG00000131507.11	0	+	thymus	5000
chr4	70690551	70694551	ENSG00000132467.4	0	+	thymus	4000
chr11	12359144	12362144	ENSG00000133816.17	0	+	thymus	3000
chr9	127790792	127796792	ENSG00000136807.14	0	+	thymus	6000
chr9	101410660	101413660	ENSG00000136870.10	0	+	thymus	3000
chr9	37503697	37508697	ENSG00000137054.16	0	+	thymus	5000
chr1	78646145	78649645	ENSG00000137959.17	0	+	thymus	3500
chr17	40457725	40461725	ENSG00000141753.7	0	+	thymus	4000
chr19	519654	523154	ENSG00000141933.9	0	+	thymus	3500
chr19	49493057	49496057	ENSG00000142541.18	0	+	thymus	3000
chr1	93139079	93143079	ENSG00000143033.18	0	+	thymus	4000
chr1	110899922	110903422	ENSG00000143119.14	0	+	thymus	3500
chr2	119686507	119690507	ENSG00000144120.13	0	+	thymus	4000
chr6	89085160	89088160	ENSG00000146278.11	0	+	thymus	3000
chr6	139043302	139046802	ENSG00000146386.8	0	+	thymus	3500
chr7	139423457	139426457	ENSG00000146963.18	0	+	thymus	3000
chrX	118686163	118693663	ENSG00000147251.16	0	+	thymus	7500
chr8	23262000	23268000	ENSG00000147457.14	0	+	thymus	6000
chr11	61369509	61373509	ENSG00000149483.12	0	+	thymus	4000
chr16	30070457	30075957	ENSG00000149925.22	0	+	thymus	5500
chr6	70589569	70592569	ENSG00000154079.6	0	+	thymus	3000
chr6	110967890	110973390	ENSG00000155115.7	0	+	thymus	5500
chr1	203309602	203316102	ENSG00000159388.6	0	+	thymus	6500
chr21	42297244	42304744	ENSG00000160179.19	0	+	thymus	7500
chr21	46570015	46574515	ENSG00000160305.18	0	+	thymus	4500
chr8	143023832	143032332	ENSG00000160932.11	0	+	thymus	8500
chr3	184194012	184199512	ENSG00000161204.11	0	+	thymus	5500
chr19	50490871	50500371	ENSG00000161671.17	0	+	thymus	9500
chr12	52015889	52018889	ENSG00000161835.11	0	+	thymus	3000
chr16	2899382	2902882	ENSG00000162076.13	0	+	thymus	3500
chr2	61051990	61059490	ENSG00000162928.9	0	+	thymus	7500
chr3	108855005	108863005	ENSG00000163519.14	0	+	thymus	8000
chr4	173377532	173380532	ENSG00000164105.4	0	+	thymus	3000
chr8	54460892	54463892	ENSG00000164736.6	0	+	thymus	3000
chr10	72235860	72240360	ENSG00000166295.9	0	+	thymus	4500
chr15	64958691	64961691	ENSG00000166839.17	0	+	thymus	3000
chr16	19080095	19084095	ENSG00000167186.11	0	+	thymus	4000
chr19	44178381	44181381	ENSG00000167380.16	0	+	thymus	3000
chr11	70207390	70210890	ENSG00000168040.5	0	+	thymus	3500
chr1	228496188	228499688	ENSG00000168159.14	0	+	thymus	3500
chr10	72276036	72285536	ENSG00000168209.6	0	+	thymus	9500
chr8	48064708	48067708	ENSG00000169139.12	0	+	thymus	3000
chr9	62900104	62904104	ENSG00000170161.7	0	+	thymus	4000
chr17	16382745	16391245	ENSG00000170315.14	0	+	thymus	8500
chr14	75282230	75286730	ENSG00000170345.10	0	+	thymus	4500
chr19	11835216	11839216	ENSG00000171295.13	0	+	thymus	4000
chr5	119249138	119252138	ENSG00000172869.14	0	+	thymus	3000
chr11	18269977	18272977	ENSG00000173432.12	0	+	thymus	3000
chr1	9985501	9990001	ENSG00000173614.14	0	+	thymus	4500
chr17	41692668	41695668	ENSG00000173812.11	0	+	thymus	3000
chr11	66606019	66613519	ENSG00000173992.9	0	+	thymus	7500
chr12	31993107	32002107	ENSG00000174718.12	0	+	thymus	9000
chr10	131959834	131962834	ENSG00000175470.20	0	+	thymus	3000
chr17	43401137	43404137	ENSG00000175906.5	0	+	thymus	3000
chr17	81009517	81014017	ENSG00000176108.9	0	+	thymus	4500
chr2	203738912	203757912	ENSG00000178562.18	0	+	thymus	19000
chr17	8270491	8277491	ENSG00000178921.14	0	+	thymus	7000
chr4	89114901	89118401	ENSG00000180346.4	0	+	thymus	3500
chr2	241768816	241772816	ENSG00000180902.18	0	+	thymus	4000
chr19	19683509	19687509	ENSG00000181896.12	0	+	thymus	4000
chr3	32956349	32959349	ENSG00000183813.7	0	+	thymus	3000
chr19	8404434	8409934	ENSG00000185236.12	0	+	thymus	5500
chr2	230403732	230408232	ENSG00000185404.17	0	+	thymus	4500
chr8	143299952	143302952	ENSG00000185730.8	0	+	thymus	3000
chr19	12189871	12194371	ENSG00000196646.12	0	+	thymus	4500
chr6	27135291	27138291	ENSG00000196787.3	0	+	thymus	3000
chrX	1310381	1313881	ENSG00000198223.17	0	+	thymus	3500
chr1	204558120	204562120	ENSG00000198625.13	0	+	thymus	4000
chr15	65304792	65316292	ENSG00000200156.1	0	+	thymus	11500
chr6	31839766	31843766	ENSG00000204387.14	0	+	thymus	4000
chr6	31617021	31620521	ENSG00000204472.13	0	+	thymus	3500
chr19	35996312	36000812	ENSG00000205138.4	0	+	thymus	4500
chr7	142715861	142719361	ENSG00000211752.3	0	+	thymus	3500
chr7	142797502	142801002	ENSG00000211771.1	0	+	thymus	3500
chr7	142802748	142805748	ENSG00000211772.11	0	+	thymus	3000
chr14	21847221	21852221	ENSG00000211786.3	0	+	thymus	5000
chr14	21853006	21856006	ENSG00000211787.1	0	+	thymus	3000
chr14	21979120	21982120	ENSG00000211795.3	0	+	thymus	3000
chr14	21998168	22005673	ENSG00000211797.2	0	+	thymus	7505
chr1	168253021	168256021	ENSG00000213064.10	0	+	thymus	3000
chr14	24166565	24171565	ENSG00000213928.9	0	+	thymus	5000
chrX	321851	324851	ENSG00000226179.6	0	+	thymus	3000
chr7	142463581	142466581	ENSG00000230099.2	0	+	thymus	3000
chr6	29929232	29935732	ENSG00000230795.3	0	+	thymus	6500
chr20	63628824	63636324	ENSG00000232442.1	0	+	thymus	7500
chr21	33977691	33982191	ENSG00000237945.7	0	+	thymus	4500
chr6	32859851	32865351	ENSG00000240065.8	0	+	thymus	5500
chr3	101713191	101717191	ENSG00000244119.1	0	+	thymus	4000
chr22	26780893	26784893	ENSG00000244625.7	0	+	thymus	4000
chr19	35625355	35628355	ENSG00000249115.9	0	+	thymus	3000
chr11	65506516	65509516	ENSG00000251562.8	0	+	thymus	3000
chr12	10572688	10576188	ENSG00000256039.2	0	+	thymus	3500
chr14	21904598	21908598	ENSG00000256379.2	0	+	thymus	4000
chr19	47275723	47281223	ENSG00000257704.4	0	+	thymus	5500
chr6	27147688	27152188	ENSG00000265565.1	0	+	thymus	4500
chr10	73626790	73630290	ENSG00000268584.1	0	+	thymus	3500
chr4	184477304	184480804	ENSG00000271646.1	0	+	thymus	3500
chr14	101949425	101952925	ENSG00000271780.1	0	+	thymus	3500
chr8	101208558	101211558	ENSG00000271882.1	0	+	thymus	3000
chr14	81222460	81226460	ENSG00000273783.1	0	+	thymus	4000
chr1	148522765	148529765	ENSG00000274210.1	0	+	thymus	7000
chr16	25261066	25266066	ENSG00000274925.1	0	+	thymus	5000
chr1	28648733	28654233	ENSG00000274978.1	0	+	thymus	5500
chr12	31731204	31737704	ENSG00000276900.1	0	+	thymus	6500
chr17	39167849	39172849	ENSG00000280177.1	0	+	thymus	5000
chr1	25234775	25239275	ENSG00000284602.1	0	+	thymus	4500
chr5	42997480	43000980	ENSG00000286656.1	0	+	thymus	3500
chr1	161371964	161375464	ENSG00000288670.1	0	+	thymus	3500
chr11	315272	318272	ENSG00000288681.1	0	+	thymus	3000
chr17	40470553	40473553	ENSG00000279806.1	0	-	thymus	3000
chr12	25382669	25385669	ENSG00000278743.1	0	-	thymus	3000
chr6	27868844	27871844	ENSG00000275379.2	0	-	thymus	3000
chr22	22273427	22283927	ENSG00000274422.1	0	-	thymus	10500
chr6	26209658	26215158	ENSG00000273802.2	0	-	thymus	5500
chr2	202371431	202374931	ENSG00000273456.1	0	-	thymus	3500
chr19	15342884	15353384	ENSG00000105127.10	0	-	thymus	10500
chr19	21281553	21289553	ENSG00000268521.1	0	-	thymus	8000
chr1	145989434	145992434	ENSG00000265972.6	0	-	thymus	3000
chr16	31447034	31456710	ENSG00000260267.1	0	-	thymus	9676
chr12	98508972	98512972	ENSG00000257167.2	0	-	thymus	4000
chr11	62848483	62851983	ENSG00000255717.7	0	-	thymus	3500
chr11	6706535	6713535	ENSG00000254838.5	0	-	thymus	7000
chr10	28519651	28522651	ENSG00000254635.6	0	-	thymus	3000
chr1	150594538	150600538	ENSG00000253047.1	0	-	thymus	6000
chr6	32808762	32812762	ENSG00000241106.8	0	-	thymus	4000
chr14	102071741	102080741	ENSG00000080824.19	0	-	thymus	9000
chr6	137820172	137823672	ENSG00000237499.7	0	-	thymus	3500
chr3	49352175	49357175	ENSG00000233276.8	0	-	thymus	5000
chr20	3884238	3888238	ENSG00000229539.1	0	-	thymus	4000
chr19	54438806	54444806	ENSG00000226696.6	0	-	thymus	6000
chr7	25590303	25593303	ENSG00000223561.7	0	-	thymus	3000
chr14	106369662	106373662	ENSG00000211956.2	0	-	thymus	4000
chr14	105858697	105863197	ENSG00000211900.2	0	-	thymus	4500
chr8	22239961	22244961	ENSG00000208037.1	0	-	thymus	5000
chr2	43060387	43091387	ENSG00000207087.1	0	-	thymus	31000
chr6	31852158	31857658	ENSG00000204386.12	0	-	thymus	5500
chr12	120287762	120291762	ENSG00000202538.1	0	-	thymus	4000
chr20	3183349	3190349	ENSG00000198171.13	0	-	thymus	7000
chr19	49328024	49331524	ENSG00000197813.6	0	-	thymus	3500
chr6	27882314	27890314	ENSG00000197153.5	0	-	thymus	8000
chr5	151095205	151100705	ENSG00000197043.14	0	-	thymus	5500
chr19	40416088	40421588	ENSG00000197019.5	0	-	thymus	5500
chr5	180843110	180847610	ENSG00000196670.14	0	-	thymus	4500
chr19	9747492	9751992	ENSG00000196605.7	0	-	thymus	4500
chr6	32575768	32578768	ENSG00000196126.11	0	-	thymus	3000
chr6	26052239	26055739	ENSG00000187837.4	0	-	thymus	3500
chr11	72682068	72685068	ENSG00000186635.15	0	-	thymus	3000
chr1	149880458	149884458	ENSG00000184678.10	0	-	thymus	4000
chr17	78353777	78356777	ENSG00000184557.4	0	-	thymus	3000
chr17	81503912	81509412	ENSG00000184009.13	0	-	thymus	5500
chr17	81884334	81887834	ENSG00000183684.8	0	-	thymus	3500
chr2	98595813	98599313	ENSG00000183513.9	0	-	thymus	3500
chr14	39139310	39147810	ENSG00000182400.15	0	-	thymus	8500
chr11	73869166	73872666	ENSG00000181924.7	0	-	thymus	3500
chr6	26110872	26114872	ENSG00000180596.7	0	-	thymus	4000
chr17	73280623	73283623	ENSG00000179604.10	0	-	thymus	3000
chr6	32653466	32659466	ENSG00000179344.16	0	-	thymus	6000
chr17	8169456	8172456	ENSG00000179029.15	0	-	thymus	3000
chr19	4040302	4043302	ENSG00000178951.9	0	-	thymus	3000
chr7	1148070	1152070	ENSG00000178381.12	0	-	thymus	4000
chr8	143912152	143915152	ENSG00000178209.16	0	-	thymus	3000
chr5	43006559	43013059	ENSG00000177738.4	0	-	thymus	6500
chr19	45705628	45710628	ENSG00000177051.6	0	-	thymus	5000
chr11	641232	644232	ENSG00000177030.17	0	-	thymus	3000
chr7	73677417	73680917	ENSG00000176410.8	0	-	thymus	3500
chr19	39527986	39530986	ENSG00000176401.6	0	-	thymus	3000
chr10	131963454	131966454	ENSG00000176171.11	0	-	thymus	3000
chr9	116037	121037	ENSG00000172785.18	0	-	thymus	5000
chr2	86808838	86815338	ENSG00000172116.23	0	-	thymus	6500
chr19	2066535	2071035	ENSG00000172081.14	0	-	thymus	4500
chr19	53061605	53066605	ENSG00000170949.17	0	-	thymus	5000
chr10	32005514	32009014	ENSG00000170759.11	0	-	thymus	3500
chr5	50393191	50396191	ENSG00000170571.12	0	-	thymus	3000
chr16	30548263	30553763	ENSG00000169951.10	0	-	thymus	5500
chr3	129164326	129167826	ENSG00000169714.17	0	-	thymus	3500
chr19	46407328	46410328	ENSG00000169515.8	0	-	thymus	3000
chr17	29556046	29560546	ENSG00000168792.5	0	-	thymus	4500
chr11	64761105	64764605	ENSG00000168066.21	0	-	thymus	3500
chrX	330432	333932	ENSG00000167393.18	0	-	thymus	3500
chr11	118334574	118339074	ENSG00000167286.10	0	-	thymus	4500
chr9	35083687	35088687	ENSG00000165282.14	0	-	thymus	5000
chr9	33437655	33441155	ENSG00000165272.16	0	-	thymus	3500
chr7	1464276	1470276	ENSG00000164880.16	0	-	thymus	6000
chr3	157142507	157146507	ENSG00000163660.12	0	-	thymus	4000
chr1	228197502	228203502	ENSG00000162913.10	0	-	thymus	6000
chr19	40312035	40319535	ENSG00000160392.13	0	-	thymus	7500
chr4	1161931	1166931	ENSG00000159674.12	0	-	thymus	5000
chr21	33498430	33503930	ENSG00000159131.17	0	-	thymus	5500
chr1	160985710	160995210	ENSG00000158769.18	0	-	thymus	9500
chr1	27401229	27404229	ENSG00000158195.11	0	-	thymus	3000
chr2	96138668	96143168	ENSG00000158050.5	0	-	thymus	4500
chr5	141850089	141853089	ENSG00000156453.14	0	-	thymus	3000
chr21	29000383	29004383	ENSG00000156253.7	0	-	thymus	4000
chr6	151391761	151404761	ENSG00000155906.19	0	-	thymus	13000
chr1	89255949	89258949	ENSG00000154451.14	0	-	thymus	3000
chr5	14700799	14704799	ENSG00000154122.14	0	-	thymus	4000
chr16	4605882	4608882	ENSG00000153443.13	0	-	thymus	3000
chr12	124908603	124911603	ENSG00000150991.15	0	-	thymus	3000
chr11	125093544	125096544	ENSG00000150433.9	0	-	thymus	3000
chr11	108153214	108157214	ENSG00000149308.17	0	-	thymus	4000
chr10	119495816	119499816	ENSG00000148908.15	0	-	thymus	4000
chr10	72326829	72332829	ENSG00000148719.15	0	-	thymus	6000
chr10	87046701	87050201	ENSG00000148672.9	0	-	thymus	3500
chr9	133325775	133328775	ENSG00000148296.7	0	-	thymus	3000
chr1	151336139	151340639	ENSG00000143390.18	0	-	thymus	4500
chr18	35980386	35984386	ENSG00000141425.18	0	-	thymus	4000
chr14	24423544	24426544	ENSG00000139899.11	0	-	thymus	3000
chr10	72092031	72096031	ENSG00000138303.18	0	-	thymus	4000
chr2	55619060	55634060	ENSG00000138035.15	0	-	thymus	15000
chr9	35692947	35696947	ENSG00000137076.21	0	-	thymus	4000
chr9	97899488	97904488	ENSG00000136932.14	0	-	thymus	5000
chr7	36507940	36512940	ENSG00000136250.12	0	-	thymus	5000
chr13	48050322	48053322	ENSG00000136146.15	0	-	thymus	3000
chr15	34081016	34084016	ENSG00000134153.10	0	-	thymus	3000
chr8	30058502	30063002	ENSG00000133872.14	0	-	thymus	4500
chr19	8504677	8509677	ENSG00000133250.14	0	-	thymus	5000
chr17	75767433	75776433	ENSG00000132475.10	0	-	thymus	9000
chr19	14503768	14514768	ENSG00000132002.9	0	-	thymus	11000
chr6	149497994	149504494	ENSG00000131013.4	0	-	thymus	6500
chr19	18257193	18279693	ENSG00000130522.6	0	-	thymus	22500
chr19	17394438	17402938	ENSG00000130303.14	0	-	thymus	8500
chr17	41615941	41619441	ENSG00000128422.17	0	-	thymus	3500
chrX	101341160	101345660	ENSG00000126953.8	0	-	thymus	4500
chr19	4087320	4090320	ENSG00000126934.14	0	-	thymus	3000
chr19	49626791	49635291	ENSG00000126458.4	0	-	thymus	8500
chr17	40548268	40553768	ENSG00000126353.3	0	-	thymus	5500
chr19	6670703	6677703	ENSG00000125730.17	0	-	thymus	7000
chr6	27120896	27125896	ENSG00000124635.9	0	-	thymus	5000
chr1	86343823	86346823	ENSG00000122417.15	0	-	thymus	3000
chr3	113713457	113716457	ENSG00000121579.13	0	-	thymus	3000
chr5	138938223	138946723	ENSG00000120725.13	0	-	thymus	8500
chr1	231328752	231332752	ENSG00000116903.7	0	-	thymus	4000
chr1	114563556	114567556	ENSG00000116752.6	0	-	thymus	4000
chr2	86499429	86503429	ENSG00000115561.16	0	-	thymus	4000
chr2	157405118	157414618	ENSG00000115165.10	0	-	thymus	9500
chr6	122439350	122443350	ENSG00000111897.7	0	-	thymus	4000
chr12	108617894	108621894	ENSG00000110876.10	0	-	thymus	4000
chr7	56096572	56101572	ENSG00000106153.13	0	-	thymus	5000
chr8	27281385	27284885	ENSG00000104228.13	0	-	thymus	3500
chr15	78917557	78921057	ENSG00000103811.18	0	-	thymus	3500
chr16	23460541	23463541	ENSG00000103365.15	0	-	thymus	3000
chr22	29498878	29505878	ENSG00000100296.14	0	-	thymus	7000
chr22	37464562	37469062	ENSG00000100060.18	0	-	thymus	4500
chr6	35568584	35573584	ENSG00000096060.15	0	-	thymus	5000
chr7	5515908	5526408	ENSG00000075624.17	0	-	thymus	10500
chr4	48062892	48066392	ENSG00000074966.11	0	-	thymus	3500
chr14	68870127	68874127	ENSG00000072110.15	0	-	thymus	4000
chr16	46652631	46656131	ENSG00000069329.18	0	-	thymus	3500
chr9	120896892	120902392	ENSG00000056558.11	0	-	thymus	5500
chr3	52809461	52812961	ENSG00000055955.17	0	-	thymus	3500
chr6	42198806	42206806	ENSG00000048544.6	0	-	thymus	8000
chr1	156801742	156806242	ENSG00000027869.12	0	-	thymus	4500
chr7	106086504	106090504	ENSG00000008282.9	0	-	thymus	4000
