chrm	start	end	gene_id	-	strand	tissue	length
chr2	88684676	88690176	ENSG00000287686.1	0	-	muscle_psoas	5500
chr2	94192305	94195805	ENSG00000286156.1	0	-	muscle_psoas	3500
chr3	46916806	46921725	ENSG00000160799.11	0	-	muscle_psoas	4919
chr3	129161105	129167826	ENSG00000169714.17	0	-	muscle_psoas	6721
chr1	179878106	179881606	ENSG00000272906.1	0	-	muscle_psoas	3500
chr1	244965349	244969349	ENSG00000272195.1	0	-	muscle_psoas	4000
chr11	119057262	119065262	ENSG00000271751.1	0	-	muscle_psoas	8000
chr17	70163460	70166960	ENSG00000267365.1	0	-	muscle_psoas	3500
chr8	76964257	76980257	ENSG00000164751.15	0	-	muscle_psoas	16000
chr1	145987434	145992434	ENSG00000265972.6	0	-	muscle_psoas	5000
chr16	30915818	30919318	ENSG00000260852.1	0	-	muscle_psoas	3500
chr3	160747427	160753427	ENSG00000260572.1	0	-	muscle_psoas	6000
chr16	31448710	31456710	ENSG00000260267.1	0	-	muscle_psoas	8000
chr13	110858486	110863986	ENSG00000255874.2	0	-	muscle_psoas	5500
chr5	95828923	95834423	ENSG00000251000.1	0	-	muscle_psoas	5500
chr2	113606001	113610501	ENSG00000240356.6	0	-	muscle_psoas	4500
chr3	155285726	155290226	ENSG00000240045.2	0	-	muscle_psoas	4500
chr12	67261341	67265841	ENSG00000237766.2	0	-	muscle_psoas	4500
chr21	45065951	45070951	ENSG00000235374.2	0	-	muscle_psoas	5000
chr1	9498091	9501091	ENSG00000235263.1	0	-	muscle_psoas	3000
chr6	35728866	35733866	ENSG00000232909.1	0	-	muscle_psoas	5000
chr22	46035906	46039906	ENSG00000231711.2	0	-	muscle_psoas	4000
chr10	73419258	73422258	ENSG00000229659.1	0	-	muscle_psoas	3000
chr19	54438806	54444806	ENSG00000226696.6	0	-	muscle_psoas	6000
chr14	75571887	75574887	ENSG00000224721.1	0	-	muscle_psoas	3000
chr8	208185	213185	ENSG00000223508.5	0	-	muscle_psoas	5000
chr5	160385147	160393147	ENSG00000221886.4	0	-	muscle_psoas	8000
chr3	197573212	197578212	ENSG00000214135.8	0	-	muscle_psoas	5000
chr10	73001832	73005832	ENSG00000213700.3	0	-	muscle_psoas	4000
chr6	31854158	31857658	ENSG00000204386.12	0	-	muscle_psoas	3500
chr20	3182349	3190349	ENSG00000198171.13	0	-	muscle_psoas	8000
chr22	35603763	35606763	ENSG00000198125.13	0	-	muscle_psoas	3000
chr5	180842610	180847610	ENSG00000196670.14	0	-	muscle_psoas	5000
chr19	36175275	36182275	ENSG00000196357.12	0	-	muscle_psoas	7000
chr13	30452703	30456703	ENSG00000189403.15	0	-	muscle_psoas	4000
chr19	37730832	37735832	ENSG00000189144.15	0	-	muscle_psoas	5000
chrX	100996345	101009345	ENSG00000188917.15	0	-	muscle_psoas	13000
chr17	43323740	43338740	ENSG00000188825.14	0	-	muscle_psoas	15000
chr22	23735681	23738681	ENSG00000187792.5	0	-	muscle_psoas	3000
chr6	123210838	123216338	ENSG00000186439.14	0	-	muscle_psoas	5500
chr21	37059345	37062845	ENSG00000185808.14	0	-	muscle_psoas	3500
chr17	81839658	81843158	ENSG00000185624.16	0	-	muscle_psoas	3500
chr17	81881834	81887834	ENSG00000183684.8	0	-	muscle_psoas	6000
chr2	98596313	98599313	ENSG00000183513.9	0	-	muscle_psoas	3000
chr1	226139178	226144678	ENSG00000182827.9	0	-	muscle_psoas	5500
chr11	73869666	73872666	ENSG00000181924.7	0	-	muscle_psoas	3000
chr1	36386237	36391237	ENSG00000181817.6	0	-	muscle_psoas	5000
chr6	44090950	44113450	ENSG00000180992.7	0	-	muscle_psoas	22500
chr6	26111372	26114872	ENSG00000180596.7	0	-	muscle_psoas	3500
chr11	46596860	46602860	ENSG00000180423.4	0	-	muscle_psoas	6000
chr1	15831473	15834473	ENSG00000179743.4	0	-	muscle_psoas	3000
chr7	127577627	127580627	ENSG00000179562.3	0	-	muscle_psoas	3000
chrX	143618789	143622789	ENSG00000179542.16	0	-	muscle_psoas	4000
chr17	8137471	8140471	ENSG00000179094.16	0	-	muscle_psoas	3000
chr7	1147570	1152070	ENSG00000178381.12	0	-	muscle_psoas	4500
chr4	10436879	10439879	ENSG00000178163.8	0	-	muscle_psoas	3000
chr5	43006559	43013059	ENSG00000177738.4	0	-	muscle_psoas	6500
chr7	73677917	73680917	ENSG00000176410.8	0	-	muscle_psoas	3000
chr9	121815427	121821927	ENSG00000175764.15	0	-	muscle_psoas	6500
chr8	106754482	106759482	ENSG00000174429.4	0	-	muscle_psoas	5000
chr1	201460777	201464277	ENSG00000174307.7	0	-	muscle_psoas	3500
chr1	235104340	235109340	ENSG00000173726.11	0	-	muscle_psoas	5000
chr5	16448518	16451518	ENSG00000173545.5	0	-	muscle_psoas	3000
chr5	1792384	1798384	ENSG00000171421.13	0	-	muscle_psoas	6000
chr7	32861171	32868171	ENSG00000170852.11	0	-	muscle_psoas	7000
chr16	30548263	30553763	ENSG00000169951.10	0	-	muscle_psoas	5500
chr17	29554046	29560546	ENSG00000168792.5	0	-	muscle_psoas	6500
chr2	210286149	210290149	ENSG00000168530.16	0	-	muscle_psoas	4000
chr2	149564636	149569636	ENSG00000168288.13	0	-	muscle_psoas	5000
chrX	329432	333932	ENSG00000167393.18	0	-	muscle_psoas	4500
chr9	137577080	137582080	ENSG00000165724.6	0	-	muscle_psoas	5000
chr11	126196595	126202095	ENSG00000165526.9	0	-	muscle_psoas	5500
chr9	35084687	35088687	ENSG00000165282.14	0	-	muscle_psoas	4000
chr9	83934310	83938310	ENSG00000165118.15	0	-	muscle_psoas	4000
chr8	103387634	103398634	ENSG00000164933.12	0	-	muscle_psoas	11000
chr3	157143507	157146507	ENSG00000163660.12	0	-	muscle_psoas	3000
chr2	31855059	31865059	ENSG00000162959.14	0	-	muscle_psoas	10000
chr1	52674948	52684448	ENSG00000162377.6	0	-	muscle_psoas	9500
chr19	40313535	40319535	ENSG00000160392.13	0	-	muscle_psoas	6000
chr21	33498430	33503930	ENSG00000159131.17	0	-	muscle_psoas	5500
chr1	25955766	25959766	ENSG00000158006.14	0	-	muscle_psoas	4000
chr1	2505536	2508536	ENSG00000157881.16	0	-	muscle_psoas	3000
chr8	123485888	123497888	ENSG00000156804.7	0	-	muscle_psoas	12000
chr21	28867190	28872190	ENSG00000156239.12	0	-	muscle_psoas	5000
chr21	14365614	14371114	ENSG00000155304.6	0	-	muscle_psoas	5500
chr5	16466037	16473037	ENSG00000154153.14	0	-	muscle_psoas	7000
chr5	14700799	14704799	ENSG00000154122.14	0	-	muscle_psoas	4000
chr13	113396109	113399609	ENSG00000153531.13	0	-	muscle_psoas	3500
chr4	184752594	184755594	ENSG00000151726.15	0	-	muscle_psoas	3000
chr11	125093544	125096544	ENSG00000150433.9	0	-	muscle_psoas	3000
chr11	108150714	108157214	ENSG00000149308.17	0	-	muscle_psoas	6500
chr10	87040201	87050201	ENSG00000148672.9	0	-	muscle_psoas	10000
chr10	15770669	15778169	ENSG00000148481.14	0	-	muscle_psoas	7500
chr5	173603644	173607144	ENSG00000145919.11	0	-	muscle_psoas	3500
chr2	175914881	175923881	ENSG00000144320.14	0	-	muscle_psoas	9000
chr1	150642729	150646229	ENSG00000143457.11	0	-	muscle_psoas	3500
chr1	67404809	67407809	ENSG00000142864.15	0	-	muscle_psoas	3000
chr4	82344997	82352497	ENSG00000138668.19	0	-	muscle_psoas	7500
chr10	87748011	87751511	ENSG00000138138.14	0	-	muscle_psoas	3500
chr15	55169805	55180805	ENSG00000137876.11	0	-	muscle_psoas	11000
chr7	42901225	42908725	ENSG00000136197.13	0	-	muscle_psoas	7500
chr13	48048822	48053322	ENSG00000136146.15	0	-	muscle_psoas	4500
chr9	83648967	83659967	ENSG00000135018.14	0	-	muscle_psoas	11000
chr18	57596655	57600655	ENSG00000134440.12	0	-	muscle_psoas	4000
chr11	14274921	14277921	ENSG00000133818.14	0	-	muscle_psoas	3000
chr13	45320470	45333470	ENSG00000133112.17	0	-	muscle_psoas	13000
chr5	150702439	150708439	ENSG00000132912.13	0	-	muscle_psoas	6000
chr7	50436127	50444127	ENSG00000132436.11	0	-	muscle_psoas	8000
chr8	42832673	42836673	ENSG00000131931.8	0	-	muscle_psoas	4000
chr22	26516495	26521995	ENSG00000128294.16	0	-	muscle_psoas	5500
chrX	101341660	101345660	ENSG00000126953.8	0	-	muscle_psoas	4000
chr1	23356447	23359447	ENSG00000125945.15	0	-	muscle_psoas	3000
chr20	7964345	7977345	ENSG00000125827.9	0	-	muscle_psoas	13000
chr19	45479293	45485293	ENSG00000125744.12	0	-	muscle_psoas	6000
chr6	27121896	27125896	ENSG00000124635.9	0	-	muscle_psoas	4000
chr2	219368042	219372042	ENSG00000123992.20	0	-	muscle_psoas	4000
chr12	26117029	26120029	ENSG00000123095.6	0	-	muscle_psoas	3000
chr12	115953904	115957904	ENSG00000123066.9	0	-	muscle_psoas	4000
chr12	113807237	113816737	ENSG00000122965.11	0	-	muscle_psoas	9500
chr3	113706457	113716457	ENSG00000121579.13	0	-	muscle_psoas	10000
chr8	101166877	101177877	ENSG00000120963.12	0	-	muscle_psoas	11000
chr5	138939223	138946723	ENSG00000120725.13	0	-	muscle_psoas	7500
chr5	168543994	168548494	ENSG00000120137.7	0	-	muscle_psoas	4500
chr10	91618941	91628441	ENSG00000119938.9	0	-	muscle_psoas	9500
chr1	169460408	169463908	ENSG00000117479.15	0	-	muscle_psoas	3500
chr1	231325752	231332752	ENSG00000116903.7	0	-	muscle_psoas	7000
chr1	36449717	36455717	ENSG00000116898.12	0	-	muscle_psoas	6000
chr1	114563556	114567556	ENSG00000116752.6	0	-	muscle_psoas	4000
chr2	86499429	86503429	ENSG00000115561.16	0	-	muscle_psoas	4000
chr2	96578669	96593169	ENSG00000114982.19	0	-	muscle_psoas	14500
chr3	52448099	52451099	ENSG00000114854.8	0	-	muscle_psoas	3000
chr3	131455211	131462211	ENSG00000114686.9	0	-	muscle_psoas	7000
chr3	81485702	81489702	ENSG00000114480.13	0	-	muscle_psoas	4000
chr5	149489481	149492981	ENSG00000113712.19	0	-	muscle_psoas	3500
chr5	34899759	34905259	ENSG00000113456.19	0	-	muscle_psoas	5500
chr5	72216402	72219402	ENSG00000113048.17	0	-	muscle_psoas	3000
chr6	46149684	46159184	ENSG00000112796.10	0	-	muscle_psoas	9500
chr6	134955377	134960377	ENSG00000112339.15	0	-	muscle_psoas	5000
chr6	122436850	122443350	ENSG00000111897.7	0	-	muscle_psoas	6500
chr12	120500278	120503278	ENSG00000110871.15	0	-	muscle_psoas	3000
chr4	102787882	102794382	ENSG00000109332.20	0	-	muscle_psoas	6500
chr4	99874835	99878335	ENSG00000109270.13	0	-	muscle_psoas	3500
chr10	800413	806913	ENSG00000107929.15	0	-	muscle_psoas	6500
chr9	127863485	127866485	ENSG00000106992.19	0	-	muscle_psoas	3000
chr19	39812849	39825349	ENSG00000105204.14	0	-	muscle_psoas	12500
chr19	55128697	55132697	ENSG00000105048.17	0	-	muscle_psoas	4000
chr8	65592957	65602457	ENSG00000104442.10	0	-	muscle_psoas	9500
chr8	56954430	56957930	ENSG00000104331.9	0	-	muscle_psoas	3500
chr8	27281385	27284885	ENSG00000104228.13	0	-	muscle_psoas	3500
chr13	49692819	49699319	ENSG00000102753.10	0	-	muscle_psoas	6500
chr14	35398512	35401512	ENSG00000100906.11	0	-	muscle_psoas	3000
chr22	46680909	46684409	ENSG00000100422.14	0	-	muscle_psoas	3500
chr22	36481689	36487189	ENSG00000100350.15	0	-	muscle_psoas	5500
chr22	29778608	29788608	ENSG00000100325.15	0	-	muscle_psoas	10000
chr22	29498878	29505878	ENSG00000100296.14	0	-	muscle_psoas	7000
chr6	35559584	35573584	ENSG00000096060.15	0	-	muscle_psoas	14000
chr1	118867045	118883045	ENSG00000092607.15	0	-	muscle_psoas	16000
chr14	21199635	21209135	ENSG00000092199.18	0	-	muscle_psoas	9500
chrX	107059919	107064419	ENSG00000089682.16	0	-	muscle_psoas	4500
chr1	23425062	23428562	ENSG00000088280.19	0	-	muscle_psoas	3500
chr5	154878910	154887410	ENSG00000082516.9	0	-	muscle_psoas	8500
chr10	75089931	75094431	ENSG00000079393.20	0	-	muscle_psoas	4500
chr7	5523408	5526408	ENSG00000075624.17	0	-	muscle_psoas	3000
chr12	273556	280056	ENSG00000073614.13	0	-	muscle_psoas	6500
chrX	49110406	49113406	ENSG00000068394.11	0	-	muscle_psoas	3000
chr16	75623973	75627473	ENSG00000065427.15	0	-	muscle_psoas	3500
chr12	10691088	10699088	ENSG00000060138.13	0	-	muscle_psoas	8000
chr9	122841055	122844555	ENSG00000056586.16	0	-	muscle_psoas	3500
chr3	52809461	52812961	ENSG00000055955.17	0	-	muscle_psoas	3500
chr6	42195306	42206806	ENSG00000048544.6	0	-	muscle_psoas	11500
chr6	89357615	89364615	ENSG00000025039.15	0	-	muscle_psoas	7000
chr1	93880198	93885198	ENSG00000023909.10	0	-	muscle_psoas	5000
chr2	206109816	206114816	ENSG00000023228.14	0	-	muscle_psoas	5000
chr12	42153103	42157103	ENSG00000015153.15	0	-	muscle_psoas	4000
chr7	106087004	106090504	ENSG00000008282.9	0	-	muscle_psoas	3500
